,complexity.dist_spec_init,complexity.fro_dist,complexity.fro_over_spec,complexity.inverse_margin,complexity.l2,complexity.l2_dist,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec,complexity.log_prod_of_spec_over_margin,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec,complexity.log_sum_of_spec_over_margin,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin,cross_entropy,data_seed,epoch,experiment_id,gen.gap,gen.train_acc,gen.val_acc,hp.lr,hp.model_depth,hp.model_width,index,is.converged,is.high_train_accuracy,is.last_epoch,repeat_id,seed,train_dataset_size,hp.dataset,complexity.dist_spec_init_adjusted1,complexity.fro_dist_adjusted1,complexity.fro_over_spec_adjusted1,complexity.inverse_margin_adjusted1,complexity.l2_adjusted1,complexity.l2_dist_adjusted1,complexity.pacbayes_flatness_adjusted1,complexity.pacbayes_init_adjusted1,complexity.pacbayes_mag_flatness_adjusted1,complexity.pacbayes_mag_init_adjusted1,complexity.pacbayes_mag_orig_adjusted1,complexity.pacbayes_orig_adjusted1,complexity.param_norm_adjusted1,complexity.path_norm_adjusted1,complexity.path_norm_over_margin_adjusted1,complexity.log_prod_of_fro_adjusted1,complexity.log_prod_of_fro_over_margin_adjusted1,complexity.log_prod_of_spec_adjusted1,complexity.log_prod_of_spec_over_margin_adjusted1,complexity.log_sum_of_fro_adjusted1,complexity.log_sum_of_fro_over_margin_adjusted1,complexity.log_sum_of_spec_adjusted1,complexity.log_sum_of_spec_over_margin_adjusted1,hp.train_dataset_size,complexity.log_spec_orig_main,complexity.log_spec_orig_main_adjusted1
317,35,3522,2098,0.04648,102.3,59.35,119.6,116.6,40.41,37.34,8.978,8.824,5.016,4.863,89.9,7.918e+04,7.186,3.202e+06,4.007e+06,2.352e+05,1.047e+04,2962430,376.2,17.49,0.009418,42,17,1556580513439718408,0.2514,1,0.7486,0.001585,3,14,317,True,True,True,1590101982321163181,2,50000,cifar10,0.02646,0.2654,0.2048,0.0009641,0.04523,0.03445,0.0424,1.258,0.01199,8.003,8.952,2.169,0.4575,0.08675,0.0187,54.41,52.87,14.8,13.26,-0.9211,-0.9978,-2.902,-2.978,50000,44.99,17.09
318,34.34,3496,2111,0.04613,102.2,59.13,119.6,116.6,40.34,37.26,8.978,8.824,5.013,4.859,83.59,7.309e+04,7.038,3.177e+06,3.985e+06,2.183e+05,1.045e+04,2962430,377.1,17.4,0.009346,42,18,1556580513439718408,0.2522,1,0.7478,0.001585,3,14,318,True,True,True,1590101989471980508,3,50000,cifar10,0.02621,0.2644,0.2055,0.0009605,0.04521,0.03439,0.04089,1.209,0.01186,7.971,8.928,2.09,0.4571,0.08685,0.01865,54.41,52.87,14.76,13.22,-0.9211,-0.998,-2.904,-2.98,50000,44.92,17.05
319,34.26,3560,2122,0.04469,102.6,59.67,119.7,116.6,40.33,37.22,8.979,8.824,5.012,4.857,86.66,7.715e+04,8.463,3.279e+06,4.08e+06,2.28e+05,1.052e+04,2962430,382.2,17.08,0.008633,42,18,1556580513439718408,0.2517,0.9999,0.7482,0.001585,3,14,319,True,True,True,1590101989719484498,4,50000,cifar10,0.02618,0.2668,0.206,0.0009454,0.0453,0.03454,0.04163,1.242,0.01301,8.098,9.033,2.135,0.4588,0.08743,0.01848,54.42,52.87,14.76,13.2,-0.9204,-0.9981,-2.904,-2.981,50000,44.88,17.03
320,34.6,3824,2369,0.04389,108.5,61.84,121.9,118.7,40.93,37.81,9.089,8.932,5.042,4.886,93.32,8.924e+04,7.111,4.147e+06,5.232e+06,2.748e+05,1.178e+04,3865630,343.6,15.08,0.009358,42,17,388388307254207839,0.243,0.9999,0.7569,0.001585,3,16,320,True,True,True,1590101992541761460,0,50000,cifar10,0.02631,0.2766,0.2177,0.0009369,0.04659,0.03517,0.0432,1.336,0.01193,9.107,10.23,2.344,0.4853,0.08289,0.01737,55.52,53.95,15.06,13.49,-0.8656,-0.9438,-2.889,-2.967,50000,45.58,17.38
321,33.98,3908,2382,0.04568,109,62.51,121.9,118.8,40.9,37.82,9.092,8.938,5.041,4.887,83.59,8.169e+04,7.038,4.16e+06,5.232e+06,2.484e+05,1.189e+04,3865630,356.4,16.28,0.009295,42,16,388388307254207839,0.2541,1,0.7459,0.001585,3,16,321,True,True,True,1590102005474879965,1,50000,cifar10,0.02607,0.2796,0.2183,0.0009559,0.0467,0.03536,0.04089,1.278,0.01186,9.121,10.23,2.229,0.4876,0.08443,0.01804,55.56,54.01,15.04,13.5,-0.8637,-0.9408,-2.889,-2.967,50000,45.59,17.39
322,35,3908,2353,0.04693,109,62.51,121.9,118.8,41.03,37.97,9.09,8.938,5.047,4.894,96.95,9.474e+04,6.894,4.153e+06,5.225e+06,2.882e+05,1.189e+04,3865630,348.3,16.35,0.009944,42,16,388388307254207839,0.2452,1,0.7548,0.001585,3,16,322,True,True,True,1590102012938821562,3,50000,cifar10,0.02646,0.2796,0.2169,0.0009688,0.0467,0.03536,0.04403,1.377,0.01174,9.114,10.22,2.401,0.4876,0.08346,0.01808,55.54,54.01,15.1,13.57,-0.8647,-0.9411,-2.886,-2.963,50000,45.73,17.46
323,34.21,3836,2362,0.04597,108.6,61.93,121.8,118.7,40.9,37.82,9.086,8.932,5.041,4.887,86.66,8.312e+04,7.828,4.217e+06,5.299e+06,2.554e+05,1.179e+04,3865630,336.8,15.48,0.009726,42,16,388388307254207839,0.2483,1,0.7517,0.001585,3,16,323,True,True,True,1590102013508946852,2,50000,cifar10,0.02616,0.277,0.2173,0.0009589,0.0466,0.03519,0.04163,1.289,0.01251,9.183,10.29,2.26,0.4856,0.08208,0.0176,55.49,53.95,15.04,13.5,-0.8668,-0.9438,-2.89,-2.967,50000,45.58,17.38
324,34.3,3944,2378,0.04565,109.2,62.81,121.9,118.8,40.94,37.86,9.092,8.938,5.043,4.889,83.59,8.245e+04,7.659,4.222e+06,5.289e+06,2.494e+05,1.193e+04,3865630,354.8,16.19,0.009682,42,16,388388307254207839,0.2478,1,0.7522,0.001585,3,16,324,True,True,True,1590102013410705102,4,50000,cifar10,0.02619,0.2809,0.2181,0.0009555,0.04674,0.03544,0.04089,1.284,0.01238,9.189,10.28,2.233,0.4885,0.08423,0.018,55.56,54.01,15.06,13.52,-0.8637,-0.9408,-2.888,-2.966,50000,45.63,17.41
350,36.43,2420,1170,0.05001,76.93,49.19,109,106,37.92,34.92,8.446,8.296,4.892,4.742,68.2,4.128e+04,8.463,1.077e+06,1.293e+06,1.009e+05,5918,972830,316.4,15.82,0.009601,42,24,-4563901788654149725,0.242,0.9997,0.7577,0.003162,3,8,350,True,True,True,1590102305245629589,1,50000,cifar10,0.02699,0.22,0.153,0.001,0.03922,0.03137,0.03693,0.9086,0.01301,4.64,5.086,1.421,0.344,0.07955,0.01779,49.09,47.59,13.55,12.05,-1.187,-1.262,-2.964,-3.039,50000,41.98,15.58
351,36.63,2393,1153,0.0517,76.74,48.92,108.9,106,37.95,34.99,8.442,8.294,4.893,4.745,70.45,4.217e+04,8.463,1.079e+06,1.297e+06,1.037e+05,5889,972830,308.7,15.96,0.009958,42,22,-4563901788654149725,0.2383,0.9999,0.7616,0.003162,3,8,351,True,True,True,1590102305899474006,0,50000,cifar10,0.02707,0.2188,0.1519,0.001017,0.03918,0.03128,0.03754,0.9183,0.01301,4.645,5.093,1.44,0.3432,0.07857,0.01786,49.05,47.57,13.57,12.08,-1.189,-1.263,-2.963,-3.037,50000,42.04,15.61
352,36.61,2409,1169,0.05031,76.91,49.08,109,106,37.98,34.99,8.447,8.298,4.895,4.745,72.82,4.387e+04,8.861,1.085e+06,1.302e+06,1.077e+05,5915,972830,322.8,16.24,0.009568,42,24,-4563901788654149725,0.2478,0.9998,0.752,0.003162,3,8,352,True,True,True,1590102314011555864,2,50000,cifar10,0.02706,0.2195,0.1529,0.001003,0.03922,0.03133,0.03816,0.9367,0.01331,4.657,5.103,1.468,0.344,0.08035,0.01802,49.1,47.61,13.58,12.09,-1.186,-1.261,-2.962,-3.037,50000,42.06,15.62
353,36.77,2418,1162,0.05111,77.01,49.17,109,106,38,35.03,8.446,8.298,4.896,4.747,68.2,4.124e+04,8.759,1.086e+06,1.303e+06,1.011e+05,5930,972830,316.2,16.16,0.009876,42,23,-4563901788654149725,0.2382,0.9998,0.7616,0.003162,3,8,353,True,True,True,1590102314630354178,3,50000,cifar10,0.02712,0.2199,0.1525,0.001011,0.03925,0.03136,0.03693,0.9082,0.01324,4.66,5.105,1.422,0.3444,0.07953,0.01798,49.1,47.61,13.59,12.11,-1.187,-1.261,-2.962,-3.036,50000,42.09,15.63
354,36.57,2453,1171,0.04984,77.11,49.52,109.1,106.1,37.98,34.98,8.451,8.301,4.895,4.745,70.45,4.322e+04,9.178,1.095e+06,1.309e+06,1.047e+05,5946,972830,335.4,16.71,0.0097,42,24,-4563901788654149725,0.2441,0.9998,0.7557,0.003162,3,8,354,True,True,True,1590102322483389849,4,50000,cifar10,0.02704,0.2215,0.153,0.0009984,0.03927,0.03147,0.03754,0.9297,0.01355,4.679,5.117,1.447,0.3448,0.0819,0.01828,49.14,47.64,13.58,12.08,-1.184,-1.259,-2.963,-3.038,50000,42.04,15.61
355,36.48,2670,1363,0.04976,84.32,51.67,112.5,109.5,38.95,35.95,8.619,8.469,4.943,4.793,70.45,4.704e+04,7.111,1.638e+06,2.008e+06,1.253e+05,7110,1516030,241.4,12.01,0.009697,42,20,3466656309626013428,0.2354,0.9998,0.7644,0.003162,3,10,355,True,True,True,1590102337484898344,0,50000,cifar10,0.02701,0.2311,0.1651,0.0009976,0.04107,0.03215,0.03754,0.97,0.01193,5.723,6.337,1.583,0.3771,0.06948,0.0155,50.83,49.33,14.07,12.57,-1.1,-1.175,-2.938,-3.013,50000,43.17,16.18
356,35.84,2596,1357,0.05043,83.78,50.95,112.4,109.4,38.87,35.88,8.615,8.465,4.939,4.79,75.31,4.89e+04,8.463,1.676e+06,2.052e+06,1.322e+05,7020,1516030,230.1,11.6,0.009844,42,19,3466656309626013428,0.2374,0.9999,0.7625,0.003162,3,10,356,True,True,True,1590102345874170948,1,50000,cifar10,0.02677,0.2279,0.1647,0.001004,0.04093,0.03192,0.03881,0.989,0.01301,5.79,6.406,1.626,0.3747,0.06784,0.01523,50.78,49.28,14.03,12.53,-1.103,-1.177,-2.94,-3.015,50000,43.1,16.14
357,35.95,2651,1369,0.04926,84.17,51.48,112.4,109.4,38.85,35.83,8.617,8.467,4.938,4.787,70.45,4.671e+04,7.038,1.635e+06,2.006e+06,1.248e+05,7084,1516030,238.3,11.74,0.009402,42,20,3466656309626013428,0.2415,0.9999,0.7584,0.003162,3,10,357,True,True,True,1590102354467747403,2,50000,cifar10,0.02682,0.2302,0.1655,0.0009925,0.04103,0.03209,0.03754,0.9665,0.01186,5.718,6.335,1.58,0.3764,0.06904,0.01532,50.81,49.3,14.01,12.51,-1.101,-1.176,-2.941,-3.016,50000,43.06,16.12
358,36.04,2643,1363,0.04769,84.23,51.41,112.4,109.4,38.91,35.87,8.618,8.466,4.941,4.789,77.93,5.152e+04,7.828,1.664e+06,2.037e+06,1.382e+05,7094,1516030,236.4,11.27,0.008879,42,20,3466656309626013428,0.2333,0.9998,0.7665,0.003162,3,10,358,True,True,True,1590102399215510556,3,50000,cifar10,0.02685,0.2299,0.1651,0.0009766,0.04104,0.03207,0.03948,1.015,0.01251,5.769,6.383,1.663,0.3767,0.06875,0.01501,50.81,49.29,14.05,12.53,-1.101,-1.177,-2.939,-3.015,50000,43.09,16.13
359,36.26,2952,1571,0.04912,91.4,54.34,115.5,112.5,39.74,36.73,8.77,8.619,4.983,4.832,77.93,5.754e+04,7.417,2.374e+06,2.939e+06,1.628e+05,8353,2179230,209.8,10.31,0.009736,42,18,-5502688672278353946,0.2337,0.9998,0.7661,0.003162,3,12,359,True,True,True,1590102401915056660,0,50000,cifar10,0.02693,0.243,0.1772,0.0009912,0.04275,0.03297,0.03948,1.073,0.01218,6.891,7.667,1.804,0.4087,0.06478,0.01436,52.33,50.82,14.46,12.95,-1.025,-1.1,-2.918,-2.994,50000,44.09,16.63
360,35.8,2911,1566,0.04919,91.08,53.95,115.4,112.3,39.67,36.66,8.763,8.613,4.979,4.829,83.59,6.085e+04,7.111,2.357e+06,2.926e+06,1.734e+05,8295,2179230,197.6,9.722,0.009389,42,18,-5502688672278353946,0.2307,0.9999,0.7692,0.003162,3,12,360,True,True,True,1590102402127462793,1,50000,cifar10,0.02676,0.2413,0.177,0.0009919,0.04268,0.03285,0.04089,1.103,0.01193,6.866,7.65,1.862,0.4073,0.06287,0.01394,52.27,50.76,14.42,12.92,-1.028,-1.103,-2.92,-2.996,50000,44.01,16.6
361,34.88,2592,1370,0.05093,83.87,50.91,112.3,109.3,38.73,35.75,8.611,8.462,4.932,4.783,75.31,4.882e+04,7.111,1.635e+06,2.012e+06,1.325e+05,7034,1516030,220.4,11.23,0.009957,42,19,3466656309626013428,0.2262,0.9999,0.7737,0.003162,3,10,361,True,True,True,1590102402584912749,4,50000,cifar10,0.02641,0.2277,0.1655,0.001009,0.04096,0.03191,0.03881,0.9881,0.01193,5.718,6.344,1.628,0.3751,0.0664,0.01498,50.74,49.25,13.95,12.47,-1.105,-1.179,-2.944,-3.018,50000,42.97,16.08
362,35.76,2882,1559,0.04953,90.89,53.68,115.2,112.2,39.65,36.64,8.757,8.607,4.978,4.828,75.31,5.427e+04,7.111,2.358e+06,2.93e+06,1.556e+05,8262,2179230,185.3,9.176,0.009616,42,17,-5502688672278353946,0.2315,0.9998,0.7683,0.003162,3,12,362,True,True,True,1590102420889844820,2,50000,cifar10,0.02674,0.2401,0.1766,0.0009953,0.04264,0.03277,0.03881,1.042,0.01193,6.868,7.656,1.764,0.4065,0.06087,0.01355,52.2,50.7,14.41,12.91,-1.031,-1.107,-2.921,-2.996,50000,43.99,16.59
363,36.28,2909,1565,0.04917,91.1,53.93,115.4,112.4,39.75,36.73,8.764,8.614,4.983,4.832,72.82,5.298e+04,7.111,2.352e+06,2.921e+06,1.511e+05,8299,2179230,198.1,9.742,0.009961,42,17,-5502688672278353946,0.2351,0.9998,0.7647,0.003162,3,12,363,True,True,True,1590102421038986051,3,50000,cifar10,0.02694,0.2412,0.1769,0.0009917,0.04268,0.03284,0.03816,1.029,0.01193,6.858,7.643,1.738,0.4074,0.06295,0.01396,52.28,50.77,14.46,12.96,-1.028,-1.103,-2.918,-2.994,50000,44.09,16.63
364,35.59,2901,1559,0.04939,91.11,53.86,115.3,112.3,39.68,36.68,8.761,8.611,4.98,4.829,75.31,5.465e+04,8.463,2.423e+06,2.994e+06,1.563e+05,8300,2179230,192.3,9.495,0.009449,42,17,-5502688672278353946,0.229,0.9999,0.7709,0.003162,3,12,364,True,True,True,1590102430424206560,4,50000,cifar10,0.02668,0.2409,0.1766,0.0009939,0.04269,0.03282,0.03881,1.045,0.01301,6.961,7.738,1.768,0.4074,0.06201,0.01378,52.24,50.74,14.43,12.93,-1.029,-1.105,-2.92,-2.995,50000,44.03,16.6
365,36.35,3181,1753,0.04812,97.42,56.4,117.8,114.8,40.41,37.38,8.886,8.734,5.016,4.864,83.59,6.649e+04,7.339,3.222e+06,4.03e+06,1.984e+05,9491,2962430,169,8.133,0.009172,42,17,-7516250720238005221,0.2189,0.9999,0.781,0.003162,3,14,365,True,True,True,1590102430480478492,0,50000,cifar10,0.02696,0.2522,0.1872,0.000981,0.04414,0.03358,0.04089,1.153,0.01211,8.028,8.978,1.992,0.4357,0.05814,0.01275,53.49,51.97,14.79,13.28,-0.9671,-1.043,-2.902,-2.978,50000,44.84,17.01
366,35.95,3259,1789,0.04877,98.06,57.09,118,115,40.36,37.34,8.895,8.744,5.014,4.863,77.93,6.352e+04,7.339,3.235e+06,4.034e+06,1.874e+05,9616,2962430,181.8,8.865,0.00959,42,16,-7516250720238005221,0.2322,0.9998,0.7676,0.003162,3,14,366,True,True,True,1590102438397445199,1,50000,cifar10,0.02681,0.2553,0.1892,0.0009876,0.04429,0.03379,0.03948,1.127,0.01211,8.043,8.982,1.936,0.4386,0.0603,0.01332,53.58,52.07,14.77,13.26,-0.9624,-1.038,-2.903,-2.978,50000,44.83,17.01
367,36.64,3269,1755,0.04933,98.13,57.18,117.9,114.9,40.54,37.53,8.891,8.741,5.023,4.872,77.93,6.371e+04,7.417,3.245e+06,4.043e+06,1.876e+05,9629,2962430,174.8,8.624,0.00999,42,16,-7516250720238005221,0.2221,0.9999,0.7778,0.003162,3,14,367,True,True,True,1590102462284478305,2,50000,cifar10,0.02707,0.2557,0.1874,0.0009933,0.0443,0.03382,0.03948,1.129,0.01218,8.056,8.992,1.937,0.4388,0.05913,0.01313,53.54,52.04,14.86,13.36,-0.9643,-1.04,-2.898,-2.974,50000,45,17.09
368,35.4,3166,1759,0.0489,97.52,56.27,117.8,114.7,40.35,37.34,8.884,8.733,5.013,4.863,80.68,6.389e+04,6.554,3.162e+06,3.975e+06,1.918e+05,9510,2962430,161.6,7.904,0.009338,42,16,-7516250720238005221,0.2305,1,0.7695,0.003162,3,14,368,True,True,True,1590102468927582229,3,50000,cifar10,0.02661,0.2516,0.1875,0.0009889,0.04416,0.03355,0.04017,1.13,0.01145,7.953,8.916,1.959,0.4361,0.05686,0.01257,53.47,51.96,14.77,13.26,-0.9681,-1.044,-2.903,-2.979,50000,44.81,16.99
369,36.25,3476,1972,0.05003,103.7,58.95,120,117,40.96,37.97,8.997,8.847,5.044,4.894,83.59,7.265e+04,6.755,4.152e+06,5.241e+06,2.248e+05,1.075e+04,3865630,152.3,7.617,0.009995,42,15,-2816857335689492218,0.2247,1,0.7753,0.003162,3,16,369,True,True,True,1590102478141302699,0,50000,cifar10,0.02693,0.2636,0.1986,0.001,0.04554,0.03434,0.04089,1.205,0.01162,9.113,10.24,2.12,0.4638,0.05518,0.01234,54.6,53.1,15.07,13.57,-0.9115,-0.9864,-2.888,-2.963,50000,45.56,17.37
370,35.91,3275,1774,0.04821,98.1,57.22,117.9,114.9,40.34,37.31,8.89,8.738,5.013,4.861,83.59,6.846e+04,6.824,3.214e+06,4.011e+06,2.012e+05,9625,2962430,172.5,8.313,0.009489,42,16,-7516250720238005221,0.2242,0.9999,0.7757,0.003162,3,14,370,True,True,True,1590102478718528020,4,50000,cifar10,0.0268,0.2559,0.1884,0.0009819,0.0443,0.03383,0.04089,1.17,0.01168,8.018,8.956,2.006,0.4387,0.05873,0.01289,53.53,52.02,14.76,13.24,-0.9649,-1.041,-2.903,-2.979,50000,44.79,16.99
371,35.66,3576,1984,0.0462,104.3,59.8,120.1,117,40.92,37.84,8.999,8.845,5.042,4.888,83.59,7.475e+04,6.001,4.099e+06,5.172e+06,2.275e+05,1.089e+04,3865630,154.3,7.13,0.008532,42,15,-2816857335689492218,0.2277,1,0.7723,0.003162,3,16,371,True,True,True,1590102487245452170,1,50000,cifar10,0.02671,0.2674,0.1992,0.0009613,0.04568,0.03458,0.04089,1.223,0.01096,9.054,10.17,2.133,0.4666,0.05555,0.01194,54.62,53.09,15.05,13.51,-0.9103,-0.9872,-2.889,-2.966,50000,45.44,17.31
372,36.12,3528,1965,0.04923,104,59.4,120.1,117.1,40.98,37.97,8.999,8.848,5.045,4.894,86.66,7.646e+04,6.965,4.184e+06,5.264e+06,2.342e+05,1.081e+04,3865630,156.7,7.716,0.009699,42,15,-2816857335689492218,0.2236,0.9999,0.7763,0.003162,3,16,372,True,True,True,1590102495451373178,2,50000,cifar10,0.02688,0.2656,0.1983,0.0009923,0.0456,0.03447,0.04163,1.237,0.0118,9.148,10.26,2.164,0.465,0.05599,0.01242,54.62,53.12,15.08,13.57,-0.9104,-0.9856,-2.888,-2.963,50000,45.55,17.37
373,37.1,3597,1951,0.04666,104.4,59.98,120.1,117,41.13,38.07,9.001,8.848,5.052,4.899,80.68,7.258e+04,7.262,4.214e+06,5.283e+06,2.198e+05,1.09e+04,3865630,157.9,7.368,0.008635,42,15,-2816857335689492218,0.2293,1,0.7707,0.003162,3,16,373,True,True,True,1590102495616807004,3,50000,cifar10,0.02724,0.2682,0.1975,0.000966,0.04569,0.03463,0.04017,1.205,0.01205,9.181,10.28,2.097,0.4669,0.0562,0.01214,54.65,53.11,15.16,13.62,-0.9092,-0.9858,-2.884,-2.96,50000,45.65,17.41
374,35.94,3591,1988,0.04843,104.4,59.93,120.1,117.1,40.95,37.92,9.001,8.85,5.043,4.892,86.66,7.783e+04,7.186,4.219e+06,5.289e+06,2.363e+05,1.091e+04,3865630,156.3,7.571,0.009482,42,15,-2816857335689492218,0.224,0.9999,0.7759,0.003162,3,16,374,True,True,True,1590102510850915956,4,50000,cifar10,0.02681,0.268,0.1994,0.0009842,0.0457,0.03462,0.04163,1.248,0.01199,9.185,10.29,2.174,0.467,0.05591,0.01231,54.64,53.13,15.06,13.55,-0.9094,-0.9851,-2.888,-2.964,50000,45.52,17.35
400,38.8,2488,1031,0.0504,75.06,49.88,107.9,105,38.3,35.31,8.393,8.243,4.911,4.761,70.45,4.383e+04,7.659,1.056e+06,1.254e+06,9.924e+04,5634,972830,211.1,10.64,0.00926,42,22,4998953563543128179,0.2311,0.9997,0.7686,0.00631,3,8,400,True,True,True,1590102703132779951,0,50000,cifar10,0.02786,0.223,0.1436,0.001004,0.03874,0.03158,0.03754,0.9363,0.01238,4.596,5.008,1.409,0.3357,0.06498,0.01459,48.56,47.07,13.74,12.24,-1.214,-1.288,-2.955,-3.029,50000,42.25,15.71
401,38.13,2368,1027,0.05171,74.23,48.66,107.7,104.7,38.17,35.21,8.38,8.232,4.904,4.756,64,3.791e+04,6.824,1.032e+06,1.236e+06,8.819e+04,5510,972830,189.3,9.789,0.009829,42,21,4998953563543128179,0.2258,0.9997,0.7739,0.00631,3,8,401,True,True,True,1590102729718963754,1,50000,cifar10,0.02761,0.2176,0.1433,0.001017,0.03853,0.0312,0.03578,0.8707,0.01168,4.543,4.973,1.328,0.332,0.06153,0.01399,48.43,46.95,13.68,12.19,-1.22,-1.294,-2.958,-3.032,50000,42.14,15.66
402,38.5,2406,1024,0.04769,74.5,49.05,107.8,104.7,38.27,35.23,8.385,8.233,4.909,4.757,64,3.852e+04,7.111,1.036e+06,1.239e+06,8.882e+04,5550,972830,200.9,9.582,0.007976,42,22,4998953563543128179,0.2289,0.9999,0.771,0.00631,3,8,402,True,True,True,1590102736730643694,2,50000,cifar10,0.02775,0.2194,0.1431,0.0009766,0.0386,0.03132,0.03578,0.8777,0.01193,4.553,4.978,1.333,0.3332,0.06339,0.01384,48.48,46.96,13.72,12.2,-1.217,-1.293,-2.955,-3.031,50000,42.16,15.67
403,38.15,2406,1032,0.05049,74.58,49.05,107.8,104.8,38.19,35.21,8.387,8.238,4.905,4.756,62.05,3.734e+04,6.965,1.036e+06,1.239e+06,8.63e+04,5562,972830,196.3,9.908,0.009336,42,22,4998953563543128179,0.2238,0.9997,0.7759,0.00631,3,8,403,True,True,True,1590102761552880450,3,50000,cifar10,0.02762,0.2194,0.1437,0.001005,0.03862,0.03132,0.03523,0.8642,0.0118,4.553,4.979,1.314,0.3335,0.06265,0.01408,48.5,47.01,13.69,12.19,-1.216,-1.291,-2.957,-3.032,50000,42.15,15.66
404,37.7,2407,1033,0.05148,74.4,49.06,107.7,104.7,38.09,35.12,8.381,8.233,4.9,4.752,72.82,4.383e+04,7.743,1.058e+06,1.259e+06,1.008e+05,5536,972830,193.6,9.963,0.00987,42,22,4998953563543128179,0.2236,0.9997,0.7761,0.00631,3,8,404,True,True,True,1590102769075896282,4,50000,cifar10,0.02746,0.2194,0.1437,0.001015,0.03858,0.03132,0.03816,0.9363,0.01244,4.599,5.019,1.42,0.3327,0.06222,0.01412,48.45,46.96,13.63,12.15,-1.219,-1.293,-2.96,-3.034,50000,42.06,15.62
405,37.34,2515,1162,0.05103,80.5,50.15,110.8,107.8,39.05,36.08,8.535,8.386,4.948,4.8,68.2,4.29e+04,7.743,1.641e+06,1.999e+06,1.105e+05,6481,1516030,123.6,6.306,0.009345,42,18,1667929821925879921,0.2249,0.9998,0.7749,0.00631,3,10,405,True,True,True,1590102797574908245,0,50000,cifar10,0.02733,0.2243,0.1524,0.00101,0.04013,0.03167,0.03693,0.9263,0.01244,5.73,6.323,1.487,0.36,0.04971,0.01123,49.98,48.5,14.12,12.63,-1.142,-1.217,-2.936,-3.01,50000,43.14,16.16
406,37.75,2541,1158,0.05077,80.71,50.41,110.8,107.9,39.16,36.18,8.538,8.389,4.954,4.805,70.45,4.478e+04,7.111,1.617e+06,1.973e+06,1.147e+05,6514,1516030,126.7,6.431,0.009357,42,19,1667929821925879921,0.2218,0.9997,0.7779,0.00631,3,10,406,True,True,True,1590102797562104258,1,50000,cifar10,0.02748,0.2254,0.1522,0.001008,0.04018,0.03175,0.03754,0.9463,0.01193,5.687,6.281,1.515,0.3609,0.05033,0.01134,50.01,48.52,14.17,12.68,-1.141,-1.215,-2.933,-3.007,50000,43.24,16.21
407,38.49,2544,1152,0.05101,80.74,50.44,110.8,107.8,39.26,36.28,8.537,8.388,4.959,4.81,64,4.073e+04,7.111,1.621e+06,1.976e+06,1.043e+05,6519,1516030,127.4,6.497,0.009806,42,19,1667929821925879921,0.2221,0.9996,0.7775,0.00631,3,10,407,True,True,True,1590102806959075005,2,50000,cifar10,0.02774,0.2256,0.1518,0.00101,0.04018,0.03176,0.03578,0.9026,0.01193,5.694,6.287,1.444,0.3611,0.05047,0.0114,50,48.51,14.22,12.73,-1.141,-1.216,-2.931,-3.005,50000,43.33,16.25
408,38.92,2574,1147,0.04943,80.93,50.73,110.9,107.9,39.31,36.3,8.539,8.389,4.961,4.811,64,4.12e+04,7.743,1.647e+06,1.999e+06,1.048e+05,6549,1516030,126.6,6.26,0.008858,42,19,1667929821925879921,0.224,0.9997,0.7757,0.00631,3,10,408,True,True,True,1590102807112289403,3,50000,cifar10,0.0279,0.2269,0.1514,0.0009943,0.04023,0.03185,0.03578,0.9078,0.01244,5.739,6.324,1.448,0.3619,0.05033,0.01119,50.03,48.52,14.24,12.74,-1.14,-1.215,-2.929,-3.005,50000,43.34,16.26
409,37.51,2546,1173,0.05047,80.68,50.46,110.9,107.9,39.04,36.05,8.54,8.39,4.948,4.798,72.82,4.638e+04,8.463,1.665e+06,2.019e+06,1.185e+05,6509,1516030,130.5,6.586,0.009319,42,19,1667929821925879921,0.2222,0.9997,0.7775,0.00631,3,10,409,True,True,True,1590102826399722804,4,50000,cifar10,0.02739,0.2257,0.1532,0.001005,0.04017,0.03177,0.03816,0.9631,0.01301,5.77,6.355,1.54,0.3608,0.05108,0.01148,50.03,48.53,14.11,12.61,-1.14,-1.215,-2.936,-3.011,50000,43.12,16.15
410,37.66,2743,1303,0.04847,86.83,52.38,113.5,110.5,39.93,36.9,8.672,8.521,4.992,4.841,70.45,4.834e+04,7.111,2.318e+06,2.867e+06,1.328e+05,7539,2179230,97.7,4.736,0.009006,42,18,1257333192779384082,0.2156,0.9997,0.7841,0.00631,3,12,410,True,True,True,1590102835694864575,0,50000,cifar10,0.02744,0.2342,0.1614,0.0009846,0.04167,0.03237,0.03754,0.9832,0.01193,6.809,7.572,1.63,0.3883,0.0442,0.009732,51.35,49.84,14.55,13.04,-1.074,-1.149,-2.914,-2.99,50000,44.07,16.63
