,complexity.dist_spec_init,complexity.fro_dist,complexity.fro_over_spec,complexity.inverse_margin,complexity.l2,complexity.l2_dist,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec,complexity.log_prod_of_spec_over_margin,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec,complexity.log_sum_of_spec_over_margin,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin,cross_entropy,data_seed,epoch,experiment_id,gen.gap,gen.train_acc,gen.val_acc,hp.lr,hp.model_depth,hp.model_width,index,is.converged,is.high_train_accuracy,is.last_epoch,repeat_id,seed,train_dataset_size,hp.dataset,complexity.dist_spec_init_adjusted1,complexity.fro_dist_adjusted1,complexity.fro_over_spec_adjusted1,complexity.inverse_margin_adjusted1,complexity.l2_adjusted1,complexity.l2_dist_adjusted1,complexity.pacbayes_flatness_adjusted1,complexity.pacbayes_init_adjusted1,complexity.pacbayes_mag_flatness_adjusted1,complexity.pacbayes_mag_init_adjusted1,complexity.pacbayes_mag_orig_adjusted1,complexity.pacbayes_orig_adjusted1,complexity.param_norm_adjusted1,complexity.path_norm_adjusted1,complexity.path_norm_over_margin_adjusted1,complexity.log_prod_of_fro_adjusted1,complexity.log_prod_of_fro_over_margin_adjusted1,complexity.log_prod_of_spec_adjusted1,complexity.log_prod_of_spec_over_margin_adjusted1,complexity.log_sum_of_fro_adjusted1,complexity.log_sum_of_fro_over_margin_adjusted1,complexity.log_sum_of_spec_adjusted1,complexity.log_sum_of_spec_over_margin_adjusted1,hp.train_dataset_size,complexity.log_spec_orig_main,complexity.log_spec_orig_main_adjusted1
411,37.65,2709,1297,0.04702,86.66,52.04,113.5,110.4,39.92,36.86,8.67,8.517,4.992,4.839,64,4.336e+04,7.111,2.325e+06,2.879e+06,1.202e+05,7511,2179230,98.83,4.647,0.00844,42,17,1257333192779384082,0.2161,0.9997,0.7836,0.00631,3,12,411,True,True,True,1590102845174497313,1,50000,cifar10,0.02744,0.2327,0.1611,0.0009697,0.04163,0.03226,0.03578,0.9312,0.01193,6.82,7.589,1.55,0.3876,0.04446,0.00964,51.33,49.81,14.55,13.02,-1.075,-1.151,-2.914,-2.99,50000,44.03,16.6
412,37.87,2738,1298,0.05082,86.89,52.32,113.5,110.5,39.91,36.93,8.671,8.522,4.991,4.842,64,4.383e+04,7.111,2.33e+06,2.881e+06,1.208e+05,7550,2179230,98.13,4.987,0.009758,42,17,1257333192779384082,0.2185,0.9996,0.7811,0.00631,3,12,412,True,True,True,1590102874846855156,2,50000,cifar10,0.02752,0.234,0.1611,0.001008,0.04169,0.03235,0.03578,0.9362,0.01193,6.826,7.591,1.554,0.3886,0.0443,0.009987,51.34,49.86,14.55,13.06,-1.074,-1.149,-2.914,-2.989,50000,44.1,16.64
413,38.48,2741,1296,0.04971,86.89,52.36,113.5,110.5,39.96,36.96,8.671,8.521,4.994,4.844,64,4.389e+04,6.824,2.314e+06,2.865e+06,1.208e+05,7550,2179230,97.49,4.846,0.009198,42,17,1257333192779384082,0.2177,0.9997,0.782,0.00631,3,12,413,True,True,True,1590102875429248016,3,50000,cifar10,0.02774,0.2342,0.161,0.0009971,0.04169,0.03236,0.03578,0.9369,0.01168,6.804,7.569,1.555,0.3886,0.04416,0.009845,51.35,49.85,14.57,13.07,-1.074,-1.149,-2.913,-2.988,50000,44.13,16.65
414,36.82,2703,1318,0.051,86.63,51.99,113.5,110.5,39.7,36.72,8.669,8.521,4.981,4.832,70.45,4.762e+04,6.62,2.299e+06,2.854e+06,1.322e+05,7504,2179230,97.45,4.97,0.009918,42,17,1257333192779384082,0.2222,0.9998,0.7776,0.00631,3,12,414,True,True,True,1590102917997996272,4,50000,cifar10,0.02714,0.2325,0.1624,0.00101,0.04162,0.03225,0.03754,0.9759,0.01151,6.781,7.555,1.626,0.3874,0.04415,0.00997,51.33,49.84,14.44,12.95,-1.075,-1.15,-2.92,-2.994,50000,43.9,16.54
415,37.63,2932,1431,0.04844,92.56,54.14,115.7,112.7,40.59,37.56,8.782,8.631,5.025,4.874,72.82,5.339e+04,7.111,3.16e+06,3.952e+06,1.56e+05,8568,2962430,77.41,3.75,0.008841,42,16,5856384758569757222,0.2163,0.9997,0.7834,0.00631,3,14,415,True,True,True,1590102918434986858,1,50000,cifar10,0.02743,0.2421,0.1692,0.0009843,0.04303,0.03291,0.03816,1.033,0.01193,7.95,8.891,1.766,0.414,0.03935,0.00866,52.46,50.94,14.88,13.37,-1.019,-1.094,-2.897,-2.973,50000,44.83,17
416,37.04,2935,1444,0.04815,92.54,54.18,115.7,112.7,40.41,37.38,8.781,8.629,5.016,4.865,75.31,5.529e+04,6.62,3.13e+06,3.921e+06,1.613e+05,8564,2962430,77.18,3.716,0.008681,42,16,5856384758569757222,0.2159,0.9997,0.7838,0.00631,3,14,416,True,True,True,1590102918528780741,0,50000,cifar10,0.02722,0.2423,0.17,0.0009814,0.04302,0.03292,0.03881,1.052,0.01151,7.912,8.856,1.796,0.4139,0.03929,0.008621,52.44,50.92,14.8,13.28,-1.019,-1.095,-2.902,-2.978,50000,44.65,16.92
417,37.79,2959,1439,0.05177,92.75,54.4,115.8,112.8,40.56,37.6,8.784,8.636,5.024,4.876,75.31,5.573e+04,6.059,3.094e+06,3.883e+06,1.62e+05,8603,2962430,78.92,4.086,0.009846,42,16,5856384758569757222,0.2162,0.9998,0.7836,0.00631,3,14,417,True,True,True,1590102918464269966,2,50000,cifar10,0.02749,0.2433,0.1697,0.001018,0.04307,0.03298,0.03881,1.056,0.01101,7.867,8.812,1.8,0.4148,0.03973,0.00904,52.48,51,14.87,13.39,-1.018,-1.092,-2.898,-2.972,50000,44.87,17.03
418,37.93,2957,1440,0.05067,92.83,54.38,115.8,112.8,40.62,37.64,8.786,8.637,5.027,4.878,72.82,5.386e+04,6.238,3.093e+06,3.883e+06,1.569e+05,8618,2962430,78.83,3.994,0.009788,42,17,5856384758569757222,0.2159,0.9997,0.7838,0.00631,3,14,418,True,True,True,1590102918514611571,3,50000,cifar10,0.02754,0.2432,0.1697,0.001007,0.04309,0.03298,0.03816,1.038,0.01117,7.865,8.812,1.771,0.4152,0.03971,0.008938,52.49,51,14.9,13.41,-1.017,-1.091,-2.896,-2.971,50000,44.91,17.05
419,38.02,3250,1586,0.04798,98.78,57.01,117.9,114.9,41.15,38.12,8.89,8.738,5.053,4.902,75.31,6.121e+04,6.489,4.08e+06,5.14e+06,1.837e+05,9757,3865630,69.37,3.328,0.008747,42,16,-6535601704774738064,0.2146,0.9998,0.7852,0.00631,3,16,419,True,True,True,1590102935155232651,0,50000,cifar10,0.02758,0.2549,0.1781,0.0009795,0.04445,0.03377,0.03881,1.106,0.01139,9.033,10.14,1.917,0.4417,0.03725,0.008158,53.54,52.02,15.17,13.65,-0.9648,-1.041,-2.883,-2.959,50000,45.49,17.33
420,37.67,2996,1437,0.04927,92.98,54.73,115.8,112.8,40.57,37.56,8.784,8.633,5.024,4.874,72.82,5.456e+04,6.118,3.104e+06,3.887e+06,1.574e+05,8645,2962430,77.05,3.796,0.009185,42,16,5856384758569757222,0.2148,0.9998,0.785,0.00631,3,14,420,True,True,True,1590102935839496485,4,50000,cifar10,0.02745,0.2448,0.1695,0.0009927,0.04312,0.03309,0.03816,1.045,0.01106,7.88,8.817,1.774,0.4158,0.03926,0.008713,52.47,50.97,14.88,13.37,-1.018,-1.093,-2.898,-2.973,50000,44.83,17.01
421,38.42,3184,1557,0.04598,98.2,56.43,117.8,114.7,41.26,38.18,8.886,8.732,5.059,4.905,72.82,5.799e+04,7.186,4.141e+06,5.209e+06,1.756e+05,9643,3865630,69.06,3.175,0.008434,42,16,-6535601704774738064,0.2203,0.9996,0.7793,0.00631,3,16,421,True,True,True,1590102947857435099,1,50000,cifar10,0.02772,0.2524,0.1765,0.0009589,0.04432,0.03359,0.03816,1.077,0.01199,9.1,10.21,1.874,0.4392,0.03716,0.007969,53.49,51.95,15.22,13.68,-0.967,-1.044,-2.881,-2.958,50000,45.53,17.35
422,37.96,3204,1578,0.04971,98.44,56.6,117.8,114.8,41.16,38.16,8.888,8.738,5.054,4.904,77.93,6.244e+04,7.186,4.133e+06,5.2e+06,1.888e+05,9690,3865630,67.43,3.352,0.009365,42,16,-6535601704774738064,0.2158,0.9997,0.7839,0.00631,3,16,422,True,True,True,1590102947918269950,3,50000,cifar10,0.02755,0.2531,0.1776,0.0009971,0.04437,0.03365,0.03948,1.117,0.01199,9.092,10.2,1.943,0.4402,0.03672,0.008188,53.51,52.01,15.17,13.67,-0.9661,-1.041,-2.883,-2.958,50000,45.52,17.35
423,37.84,3216,1576,0.04924,98.47,56.71,117.8,114.8,41.09,38.08,8.884,8.734,5.05,4.9,83.59,6.723e+04,6.118,4.056e+06,5.12e+06,2.027e+05,9697,3865630,66.68,3.283,0.009127,42,15,-6535601704774738064,0.215,0.9997,0.7847,0.00631,3,16,423,True,True,True,1590102948021604310,2,50000,cifar10,0.02751,0.2536,0.1775,0.0009924,0.04438,0.03368,0.04089,1.16,0.01106,9.006,10.12,2.013,0.4404,0.03652,0.008103,53.48,51.97,15.14,13.63,-0.9677,-1.043,-2.885,-2.96,50000,45.44,17.31
424,38.12,3248,1586,0.04892,98.83,56.99,117.9,114.8,41.18,38.16,8.889,8.738,5.055,4.904,83.59,6.79e+04,6.965,4.14e+06,5.201e+06,2.041e+05,9767,3865630,67.35,3.294,0.009117,42,15,-6535601704774738064,0.2157,0.9997,0.784,0.00631,3,16,424,True,True,True,1590102959741853743,4,50000,cifar10,0.02761,0.2549,0.1781,0.0009891,0.04446,0.03376,0.04089,1.165,0.0118,9.099,10.2,2.021,0.442,0.0367,0.008117,53.52,52.01,15.18,13.67,-0.9656,-1.041,-2.882,-2.958,50000,45.53,17.36
450,39.79,2526,963.7,0.04715,73.66,50.26,107.2,104.2,38.43,35.38,8.357,8.205,4.917,4.765,62.05,3.92e+04,7.111,1.037e+06,1.222e+06,8.419e+04,5426,972830,171.6,8.093,0.007798,42,22,7040169141111007927,0.2304,0.9997,0.7693,0.01,3,8,450,True,True,True,1590103147267433112,0,50000,cifar10,0.02821,0.2248,0.1388,0.0009711,0.03838,0.0317,0.03523,0.8854,0.01193,4.553,4.944,1.298,0.3294,0.05859,0.01272,48.21,46.68,13.81,12.28,-1.231,-1.308,-2.951,-3.028,50000,42.25,15.71
451,39.43,2509,971.9,0.04873,73.59,50.09,107.2,104.2,38.38,35.36,8.358,8.207,4.915,4.764,66.05,4.145e+04,8.091,1.06e+06,1.246e+06,8.944e+04,5415,972830,172.3,8.395,0.009012,42,23,7040169141111007927,0.2262,0.9995,0.7733,0.01,3,8,451,True,True,True,1590103147279360686,1,50000,cifar10,0.02808,0.224,0.1394,0.0009872,0.03836,0.03165,0.03634,0.9104,0.01272,4.603,4.992,1.337,0.3291,0.0587,0.01296,48.21,46.7,13.78,12.27,-1.231,-1.307,-2.952,-3.028,50000,42.24,15.71
452,39.89,2507,963.1,0.04988,73.58,50.07,107.3,104.3,38.49,35.49,8.359,8.209,4.92,4.77,64,4.013e+04,7.659,1.045e+06,1.232e+06,8.664e+04,5414,972830,169.8,8.467,0.009073,42,22,7040169141111007927,0.2305,0.9996,0.7691,0.01,3,8,452,True,True,True,1590103156745244142,3,50000,cifar10,0.02825,0.2239,0.1388,0.0009988,0.03836,0.03164,0.03578,0.8959,0.01238,4.572,4.963,1.316,0.3291,0.05827,0.01301,48.22,46.72,13.83,12.33,-1.231,-1.306,-2.95,-3.025,50000,42.36,15.77
453,39.36,2498,962.1,0.05095,73.55,49.98,107.2,104.2,38.44,35.46,8.354,8.205,4.918,4.769,64,3.999e+04,8.002,1.055e+06,1.242e+06,8.659e+04,5410,972830,167,8.508,0.009563,42,22,7040169141111007927,0.2307,0.9994,0.7687,0.01,3,8,453,True,True,True,1590103157544738328,2,50000,cifar10,0.02806,0.2235,0.1387,0.001009,0.03835,0.03162,0.03578,0.8943,0.01265,4.594,4.985,1.316,0.3289,0.05779,0.01304,48.17,46.69,13.81,12.32,-1.233,-1.307,-2.951,-3.026,50000,42.33,15.75
454,39.19,2580,1056,0.04916,78.99,50.79,109.9,106.9,39.34,36.32,8.493,8.342,4.962,4.812,66.05,4.262e+04,6.001,1.56e+06,1.894e+06,1.03e+05,6239,1516030,95.65,4.702,0.008946,42,19,-2583109788030533254,0.222,0.9996,0.7776,0.01,3,10,454,True,True,True,1590103174359641448,0,50000,cifar10,0.028,0.2272,0.1453,0.0009915,0.03975,0.03187,0.03634,0.9233,0.01096,5.586,6.155,1.436,0.3532,0.04374,0.009697,49.56,48.05,14.26,12.75,-1.164,-1.239,-2.929,-3.004,50000,43.28,16.23
455,40.26,2543,961.7,0.0466,73.72,50.43,107.3,104.2,38.52,35.46,8.358,8.205,4.922,4.769,64,4.071e+04,8.861,1.077e+06,1.261e+06,8.697e+04,5434,972830,174.6,8.137,0.007951,42,24,7040169141111007927,0.2295,0.9996,0.7701,0.01,3,8,455,True,True,True,1590103174689903017,4,50000,cifar10,0.02838,0.2255,0.1387,0.0009654,0.0384,0.03176,0.03578,0.9023,0.01331,4.64,5.021,1.319,0.3297,0.0591,0.01276,48.22,46.68,13.85,12.32,-1.231,-1.307,-2.949,-3.026,50000,42.33,15.75
456,38.96,2530,1053,0.04898,78.58,50.3,110,107,39.42,36.41,8.494,8.343,4.967,4.816,66.05,4.18e+04,9.747,1.683e+06,2.02e+06,1.02e+05,6176,1516030,97.72,4.787,0.008922,42,19,-2583109788030533254,0.2186,0.9997,0.7811,0.01,3,10,456,True,True,True,1590103193585962406,1,50000,cifar10,0.02791,0.225,0.1451,0.0009898,0.03964,0.03172,0.03634,0.9144,0.01396,5.802,6.356,1.428,0.3514,0.04421,0.009784,49.57,48.07,14.3,12.79,-1.163,-1.238,-2.926,-3.002,50000,43.37,16.27
457,39.05,2574,1066,0.04785,78.98,50.74,110,107,39.35,36.31,8.496,8.344,4.963,4.811,64,4.121e+04,6.361,1.57e+06,1.905e+06,9.982e+04,6238,1516030,97.97,4.688,0.00839,42,20,-2583109788030533254,0.2223,0.9995,0.7772,0.01,3,10,457,True,True,True,1590103195421599065,2,50000,cifar10,0.02794,0.2269,0.146,0.0009783,0.03974,0.03186,0.03578,0.9079,0.01128,5.604,6.172,1.413,0.3532,0.04427,0.009683,49.6,48.08,14.26,12.74,-1.162,-1.238,-2.928,-3.004,50000,43.28,16.23
458,39.37,2545,1051,0.05129,78.85,50.44,109.9,107,39.41,36.44,8.492,8.344,4.966,4.818,68.2,4.341e+04,7.111,1.605e+06,1.942e+06,1.06e+05,6217,1516030,93,4.77,0.00957,42,18,-2583109788030533254,0.2196,0.9995,0.7799,0.01,3,10,458,True,True,True,1590103207188131375,3,50000,cifar10,0.02806,0.2256,0.145,0.001013,0.03971,0.03176,0.03693,0.9317,0.01193,5.665,6.232,1.456,0.3526,0.04313,0.009767,49.56,48.07,14.3,12.81,-1.164,-1.238,-2.927,-3.001,50000,43.4,16.29
459,38.91,2602,1073,0.0494,79.11,51.01,110.1,107.1,39.3,36.29,8.5,8.35,4.961,4.81,68.2,4.438e+04,7.038,1.603e+06,1.935e+06,1.067e+05,6258,1516030,104.5,5.164,0.008948,42,20,-2583109788030533254,0.2207,0.9996,0.7789,0.01,3,10,459,True,True,True,1590103246624773000,4,50000,cifar10,0.02789,0.2281,0.1465,0.000994,0.03978,0.03194,0.03693,0.9421,0.01186,5.663,6.221,1.461,0.3538,0.04572,0.01016,49.64,48.13,14.24,12.74,-1.16,-1.235,-2.93,-3.005,50000,43.27,16.23
460,38.55,2651,1161,0.05126,83.98,51.49,112.3,109.4,40.05,37.08,8.613,8.464,4.998,4.85,72.82,4.828e+04,6.554,2.253e+06,2.784e+06,1.284e+05,7052,2179230,69.48,3.561,0.009616,42,18,1233288220085125026,0.2156,0.9995,0.7839,0.01,3,12,460,True,True,True,1590103265370563338,1,50000,cifar10,0.02777,0.2303,0.1524,0.001013,0.04098,0.03209,0.03816,0.9827,0.01145,6.713,7.462,1.602,0.3756,0.03728,0.00844,50.76,49.27,14.61,13.13,-1.104,-1.178,-2.911,-2.985,50000,44.13,16.66
461,38.59,2724,1171,0.0485,84.5,52.19,112.5,109.5,40.08,37.05,8.62,8.469,5,4.848,66.05,4.5e+04,6.824,2.282e+06,2.805e+06,1.179e+05,7141,2179230,72.76,3.529,0.009363,42,18,1233288220085125026,0.2136,0.9994,0.7858,0.01,3,12,461,True,True,True,1590103265825089017,0,50000,cifar10,0.02778,0.2334,0.153,0.0009848,0.04111,0.03231,0.03634,0.9487,0.01168,6.756,7.491,1.536,0.3779,0.03815,0.008401,50.84,49.32,14.63,13.12,-1.1,-1.175,-2.91,-2.986,50000,44.12,16.65
462,39.25,2740,1165,0.04738,84.64,52.34,112.4,109.4,40.12,37.07,8.617,8.465,5.002,4.849,66.05,4.526e+04,6.554,2.273e+06,2.795e+06,1.183e+05,7165,2179230,69.69,3.302,0.008248,42,18,1233288220085125026,0.2153,0.9997,0.7844,0.01,3,12,462,True,True,True,1590103284116887228,2,50000,cifar10,0.02802,0.2341,0.1527,0.0009735,0.04114,0.03236,0.03634,0.9514,0.01145,6.742,7.477,1.538,0.3785,0.03733,0.008126,50.8,49.28,14.65,13.13,-1.101,-1.178,-2.909,-2.985,50000,44.14,16.66
463,39.04,2703,1154,0.05047,84.44,51.99,112.3,109.3,40.09,37.1,8.612,8.462,5,4.851,68.2,4.611e+04,6.489,2.267e+06,2.794e+06,1.216e+05,7130,2179230,67.99,3.431,0.009526,42,17,1233288220085125026,0.2153,0.9996,0.7843,0.01,3,12,463,True,True,True,1590103292967695243,3,50000,cifar10,0.02794,0.2325,0.1519,0.001005,0.0411,0.03225,0.03693,0.9603,0.01139,6.734,7.475,1.559,0.3776,0.03687,0.008284,50.75,49.26,14.63,13.14,-1.104,-1.179,-2.91,-2.985,50000,44.15,16.67
464,38.19,2670,1172,0.05046,84.18,51.67,112.4,109.4,39.94,36.96,8.613,8.464,4.993,4.844,70.45,4.704e+04,6.554,2.269e+06,2.8e+06,1.248e+05,7087,2179230,68.56,3.459,0.009461,42,17,1233288220085125026,0.2148,0.9996,0.7848,0.01,3,12,464,True,True,True,1590103293193644927,4,50000,cifar10,0.02764,0.2311,0.1531,0.001005,0.04103,0.03215,0.03754,0.97,0.01145,6.737,7.483,1.58,0.3765,0.03703,0.008318,50.77,49.27,14.56,13.07,-1.103,-1.178,-2.913,-2.988,50000,44.02,16.6
465,39.47,2885,1255,0.04656,89.81,53.72,114.5,111.4,40.82,37.75,8.72,8.567,5.037,4.883,68.2,4.922e+04,6.299,3.064e+06,3.824e+06,1.375e+05,8066,2962430,54.06,2.517,0.007762,42,17,-7977750135435059581,0.2122,0.9999,0.7877,0.01,3,14,465,True,True,True,1590103304101051359,0,50000,cifar10,0.02809,0.2402,0.1585,0.000965,0.04238,0.03278,0.03693,0.9921,0.01122,7.829,8.745,1.659,0.4016,0.03288,0.007095,51.84,50.3,15,13.47,-1.05,-1.126,-2.892,-2.968,50000,44.89,17.03
466,39.16,2834,1250,0.04817,89.43,53.23,114.4,111.4,40.8,37.77,8.717,8.565,5.036,4.884,68.2,4.833e+04,7.111,3.113e+06,3.879e+06,1.364e+05,7997,2962430,53.84,2.593,0.008729,42,17,-7977750135435059581,0.2138,0.9996,0.7858,0.01,3,14,466,True,True,True,1590103313255990349,1,50000,cifar10,0.02798,0.2381,0.1581,0.0009815,0.04229,0.03263,0.03693,0.9832,0.01193,7.89,8.808,1.651,0.3999,0.03281,0.007202,51.8,50.28,14.99,13.47,-1.052,-1.127,-2.892,-2.968,50000,44.9,17.04
467,38.79,2813,1252,0.05101,89.39,53.03,114.4,111.4,40.72,37.75,8.713,8.565,5.032,4.883,72.82,5.122e+04,6.62,3.081e+06,3.852e+06,1.455e+05,7990,2962430,52.77,2.692,0.009852,42,16,-7977750135435059581,0.2073,0.9996,0.7923,0.01,3,14,467,True,True,True,1590103313423608061,2,50000,cifar10,0.02785,0.2372,0.1582,0.00101,0.04228,0.03257,0.03816,1.012,0.01151,7.85,8.777,1.706,0.3997,0.03249,0.007338,51.77,50.28,14.95,13.46,-1.053,-1.128,-2.894,-2.968,50000,44.88,17.03
468,38.82,2829,1258,0.04811,89.55,53.19,114.4,111.3,40.71,37.67,8.715,8.563,5.031,4.879,70.45,4.985e+04,6.299,3.055e+06,3.824e+06,1.413e+05,8019,2962430,52.69,2.535,0.008576,42,16,-7977750135435059581,0.2082,0.9997,0.7915,0.01,3,14,468,True,True,True,1590103332232906807,3,50000,cifar10,0.02786,0.2379,0.1586,0.0009809,0.04232,0.03262,0.03754,0.9985,0.01122,7.816,8.745,1.681,0.4005,0.03246,0.00712,51.78,50.26,14.94,13.43,-1.052,-1.128,-2.894,-2.97,50000,44.81,17
469,39.03,2853,1257,0.04847,89.63,53.41,114.5,111.4,40.76,37.73,8.718,8.567,5.034,4.882,70.45,5.027e+04,7.186,3.124e+06,3.889e+06,1.415e+05,8033,2962430,53.71,2.603,0.008607,42,16,-7977750135435059581,0.2063,0.9996,0.7933,0.01,3,14,469,True,True,True,1590103342519035065,4,50000,cifar10,0.02794,0.2389,0.1586,0.0009845,0.04234,0.03268,0.03754,1.003,0.01199,7.905,8.819,1.682,0.4008,0.03278,0.007216,51.82,50.3,14.97,13.46,-1.051,-1.126,-2.893,-2.969,50000,44.87,17.02
470,38.13,2973,1356,0.04943,94.2,54.52,116.2,113.2,41.19,38.18,8.804,8.654,5.055,4.905,72.82,5.414e+04,6.299,3.971e+06,5.026e+06,1.616e+05,8874,3865630,43.25,2.138,0.008872,42,16,-7539050799893907968,0.2128,0.9997,0.7869,0.01,3,16,470,True,True,True,1590103342827119195,1,50000,cifar10,0.02762,0.2438,0.1647,0.0009943,0.04341,0.03302,0.03816,1.041,0.01122,8.912,10.03,1.798,0.4213,0.02941,0.006539,52.68,51.17,15.18,13.68,-1.008,-1.083,-2.882,-2.958,50000,45.39,17.29
471,38.86,3057,1358,0.04491,94.88,55.29,116.3,113.2,41.3,38.2,8.811,8.655,5.061,4.906,70.45,5.386e+04,7.111,4.067e+06,5.108e+06,1.586e+05,9003,3865630,44.24,1.986,0.007137,42,16,-7539050799893907968,0.2085,0.9998,0.7913,0.01,3,16,471,True,True,True,1590103342893206018,2,50000,cifar10,0.02788,0.2472,0.1648,0.0009477,0.04356,0.03325,0.03754,1.038,0.01193,9.019,10.11,1.781,0.4243,0.02974,0.006303,52.74,51.19,15.24,13.69,-1.005,-1.082,-2.879,-2.957,50000,45.41,17.3
472,39.01,3001,1345,0.05149,94.47,54.78,116.2,113.2,41.31,38.35,8.806,8.658,5.061,4.913,77.93,5.849e+04,6.824,4.031e+06,5.082e+06,1.739e+05,8925,3865630,44.12,2.272,0.009729,42,16,-7539050799893907968,0.2131,0.9995,0.7864,0.01,3,16,472,True,True,True,1590103343946509229,0,50000,cifar10,0.02793,0.245,0.164,0.001015,0.04347,0.0331,0.03948,1.082,0.01168,8.979,10.08,1.865,0.4225,0.0297,0.00674,52.7,51.21,15.25,13.76,-1.007,-1.081,-2.879,-2.953,50000,45.55,17.37
473,38.86,2995,1354,0.05029,94.52,54.72,116.2,113.2,41.25,38.26,8.804,8.655,5.058,4.909,75.31,5.641e+04,5.178,3.857e+06,4.911e+06,1.682e+05,8934,3865630,43.12,2.169,0.00979,42,15,-7539050799893907968,0.2114,0.9996,0.7882,0.01,3,16,473,True,True,True,1590103371512514385,3,50000,cifar10,0.02788,0.2447,0.1645,0.001003,0.04348,0.03308,0.03881,1.062,0.01018,8.783,9.91,1.834,0.4227,0.02937,0.006586,52.68,51.18,15.22,13.72,-1.008,-1.082,-2.881,-2.955,50000,45.47,17.33
476,38.71,2991,1354,0.04636,94.41,54.69,116.2,113.2,41.26,38.19,8.807,8.654,5.059,4.905,75.31,5.634e+04,6.238,3.969e+06,5.022e+06,1.678e+05,8913,3865630,43.81,2.031,0.007985,42,16,-7539050799893907968,0.2108,0.9998,0.789,0.01,3,16,476,True,True,True,1590103372743938879,4,50000,cifar10,0.02782,0.2446,0.1646,0.0009629,0.04345,0.03307,0.03881,1.061,0.01117,8.91,10.02,1.832,0.4222,0.0296,0.006374,52.7,51.17,15.22,13.69,-1.006,-1.083,-2.88,-2.957,50000,45.4,17.29
500,35.13,2280,1697,0.04287,84.99,47.75,141.6,138.5,47.29,44.14,8.706,8.585,5.077,4.956,72.82,4.154e+04,8.091,1.527e+06,1.933e+06,1.315e+05,7224,1414630,387.3,16.6,0.009244,42,27,4394077659014015712,0.2555,0.9997,0.7442,0.001,4,8,500,True,True,True,1590103523276236857,0,50000,cifar10,0.02651,0.2136,0.1842,0.0009259,0.04123,0.0309,0.03816,0.9115,0.01272,5.526,6.218,1.622,0.3801,0.08801,0.01822,65.41,63.84,18.23,16.66,-1.057,-1.117,-2.871,-2.932,50000,51.58,20.38
501,34.34,2244,1701,0.04147,84.75,47.37,141.6,138.4,47.2,44.02,8.703,8.58,5.073,4.951,72.82,4.087e+04,6.489,1.465e+06,1.875e+06,1.308e+05,7182,1414630,370.6,15.37,0.008824,42,27,4394077659014015712,0.2456,0.9997,0.7541,0.001,4,8,501,True,True,True,1590103545669007911,1,50000,cifar10,0.02621,0.2118,0.1844,0.0009107,0.04117,0.03078,0.03816,0.9041,0.01139,5.412,6.123,1.617,0.379,0.08609,0.01753,65.37,63.78,18.19,16.6,-1.058,-1.12,-2.873,-2.934,50000,51.45,20.32
502,34.63,2264,1705,0.04289,85.04,47.58,141.7,138.6,47.26,44.11,8.708,8.587,5.076,4.955,72.82,4.124e+04,6.755,1.472e+06,1.881e+06,1.317e+05,7231,1414630,396.3,17,0.009813,42,26,4394077659014015712,0.2589,0.9996,0.7407,0.001,4,8,502,True,True,True,1590103557580943975,3,50000,cifar10,0.02632,0.2128,0.1847,0.0009262,0.04124,0.03085,0.03816,0.9082,0.01162,5.425,6.133,1.623,0.3803,0.08903,0.01844,65.44,63.87,18.22,16.65,-1.056,-1.116,-2.872,-2.933,50000,51.55,20.37
503,35.35,2308,1695,0.04241,85.11,48.04,141.7,138.6,47.34,44.18,8.709,8.587,5.079,4.957,75.31,4.347e+04,7.111,1.501e+06,1.904e+06,1.364e+05,7244,1414630,404.1,17.14,0.009687,42,27,4394077659014015712,0.257,0.9996,0.7426,0.001,4,8,503,True,True,True,1590103557647629717,2,50000,cifar10,0.02659,0.2148,0.1841,0.000921,0.04126,0.031,0.03881,0.9324,0.01193,5.479,6.171,1.652,0.3806,0.0899,0.01851,65.45,63.87,18.26,16.68,-1.055,-1.116,-2.87,-2.931,50000,51.62,20.4
504,35.39,2305,1682,0.04258,85.04,48.02,141.7,138.6,47.41,44.25,8.709,8.587,5.081,4.96,72.82,4.199e+04,6.62,1.481e+06,1.883e+06,1.317e+05,7232,1414630,393.4,16.75,0.009459,42,28,4394077659014015712,0.2464,0.9996,0.7532,0.001,4,8,504,True,True,True,1590103565434108401,4,50000,cifar10,0.0266,0.2147,0.1834,0.0009228,0.04124,0.03099,0.03816,0.9164,0.01151,5.442,6.137,1.623,0.3803,0.0887,0.0183,65.45,63.87,18.29,16.72,-1.056,-1.116,-2.869,-2.93,50000,51.68,20.43
