	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	index	is.converged	is.high_train_accuracy	is.last_epoch	repeat_id	seed	train_dataset_size	complexity.dist_spec_init_adjusted1	complexity.fro_dist_adjusted1	complexity.fro_over_spec_adjusted1	complexity.l2_adjusted1	complexity.l2_dist_adjusted1	complexity.log_prod_of_fro_adjusted1	complexity.log_prod_of_fro_over_margin_adjusted1	complexity.log_prod_of_spec_adjusted1	complexity.log_prod_of_spec_over_margin_adjusted1	complexity.log_sum_of_fro_adjusted1	complexity.log_sum_of_fro_over_margin_adjusted1	complexity.log_sum_of_spec_adjusted1	complexity.log_sum_of_spec_over_margin_adjusted1	complexity.pacbayes_flatness_adjusted1	complexity.pacbayes_init_adjusted1	complexity.pacbayes_mag_flatness_adjusted1	complexity.pacbayes_mag_init_adjusted1	complexity.pacbayes_mag_orig_adjusted1	complexity.pacbayes_orig_adjusted1	complexity.param_norm_adjusted1	complexity.path_norm_adjusted1	complexity.path_norm_over_margin_adjusted1	complexity.path_norm_adjusted2	complexity.path_norm_over_margin_adjusted2
1201	29.0824	2691.49	1906.16	0.0405214	93.4	51.8796	116.108	112.902	38.8192	35.6133	8.80114	8.64084	4.93669	4.7764	70.4499	47425.3	5.51603	2.19731e+06	2.83612e+06	153665	8723.56	2179230	255.28	10.3443	0.00933027	42	18	8552722761693282105	0.3817	1	0.6183	0.003162	3	12	1201	True	True	True	1590114716602713560	1	12500	0.0482348	0.464025	0.390503	0.0864407	0.0644233	0.0963776	0.0950377	0.0557273	0.0533766	0.0265347	0.026292	0.019873	0.0195477	0.0750732	1.94783	0.0210067	13.2584	15.0629	3.50617	0.835395	0.142907	0.0287671	1.20665e+33	171897
1203	29.2466	4334.32	2987.79	0.0356495	115.102	65.8356	123.194	119.86	40.6281	37.2941	9.15542	8.98872	5.02714	4.86043	83.5918	90600.1	6.23781	3.6992e+06	4.77648e+06	276889	13248.5	3865630	624.433	22.2607	0.00997051	42	26	-800326134437226231	0.4409	1	0.5591	0.001	3	16	1203	True	True	True	1590115536801205111	1	12500	0.0483707	0.588851	0.4889	0.0959592	0.0725731	0.099275	0.0979224	0.0570109	0.0546217	0.0270635	0.026816	0.0200542	0.0197189	0.0817762	2.69221	0.0223389	17.2028	19.5478	4.7065	1.0295	0.223505	0.0422002	7.09516e+40	7.79868e+11
1204	30.3944	3781.15	3378.23	0.0390527	119.709	61.491	157.452	154.209	50.9314	47.6885	9.31393	9.18921	5.217	5.09227	75.3071	71208.4	4.66706	5.46179e+06	7.33234e+06	269814	14330.2	5629230	243.432	9.50668	0.00947067	42	20	-4279180479798122718	0.3946	1	0.6054	0.001585	4	16	1204	True	True	True	1590115615767561777	2	12500	0.0493108	0.549993	0.519864	0.0978607	0.0701376	0.112233	0.111071	0.0638319	0.0617663	0.0272968	0.0271134	0.0204294	0.0201837	0.0776181	2.38677	0.0193226	20.9032	24.2196	4.64598	1.07071	0.139551	0.0275778	4.006e+41	96748.1
1208	35.5113	2142.54	2196.82	0.0316499	96.0299	46.2876	176.372	172.919	58.1677	54.7147	8.97737	8.86947	5.28348	5.17557	60.18	32256	10.24	3.13858e+06	4.19171e+06	138763	9221.74	2895530	59.6366	1.88749	0.00999483	42	55	3479100151182935276	0.3908	0.9988	0.608	0.001585	5	10	1208	True	True	True	1590115781566337949	2	12500	0.0533001	0.414009	0.41922	0.0876493	0.0608523	0.118785	0.117616	0.068216	0.0661602	0.0267991	0.0266375	0.0205591	0.0203481	0.0693859	1.60639	0.0286217	15.8457	18.3122	3.33182	0.858917	0.0690719	0.0122882	4.84794e+30	4.98258e-18
1209	34.9267	3421.66	1296.9	0.0377992	84.8048	58.495	82.1278	78.8524	28.8782	25.6028	8.50533	8.27137	4.70179	4.46783	72.8178	62311	13.1857	985313	1.13817e+06	130945	7191.85	826280	1080.64	40.8472	0.00940793	42	65	426248914965896853	0.3662	1	0.6338	0.001585	2	10	1209	True	True	True	1590115226591030243	2	12500	0.0528596	0.523195	0.322106	0.0823674	0.0684076	0.0810569	0.0794241	0.0480651	0.0452573	0.026085	0.0257237	0.0193944	0.0189057	0.0763245	2.23268	0.0324785	8.87835	9.5422	3.2366	0.758517	0.294026	0.0571645	2.51295e+32	3.05436e+12
1211	36.4419	3512.92	1233.26	0.0485247	92.3179	59.2699	84.3401	81.3144	30.255	27.2293	8.66335	8.44723	4.80013	4.58401	72.8178	63972.3	9.39955	2.5155e+06	2.98e+06	155171	8522.59	2102030	189.074	9.17476	0.00999049	42	24	-2546047217668018735	0.3305	1	0.6695	0.01	2	16	1211	True	True	True	1590114858087292099	4	12500	0.053994	0.530126	0.314103	0.0859385	0.0688592	0.0821414	0.0806545	0.0491976	0.0466727	0.0263262	0.0259957	0.0195962	0.01915	0.0763245	2.26225	0.027422	14.1859	15.4402	3.52331	0.825716	0.122987	0.0270921	6.33132e+21	2540.82
1212	36.1095	3428.3	1227.58	0.0441311	91.7539	58.5517	84.263	81.1424	30.2162	27.0956	8.65784	8.43494	4.79736	4.57446	83.5918	71666.1	8.75886	2.47498e+06	2.94584e+06	175957	8418.79	2102030	185.307	8.17782	0.00925487	42	24	-2546047217668018735	0.3201	1	0.6799	0.01	2	16	1212	True	True	True	1590114212149107743	0	12500	0.0537472	0.523702	0.313379	0.0856756	0.0684407	0.0821038	0.0805692	0.049166	0.046558	0.0263178	0.0259768	0.0195905	0.01913	0.0817762	2.39443	0.0264709	14.0712	15.3515	3.75187	0.820672	0.121756	0.0255778	4.77677e+21	507.662
1213	32.4322	2495.94	2237.03	0.0425941	105.505	49.9593	151.23	148.074	50.2966	47.1405	9.07464	8.95325	5.19258	5.07119	62.0459	38737.2	3.54325	5.11957e+06	7.21812e+06	172685	11131.4	5629230	22.3952	0.953904	0.00950383	42	18	-8735883835984416639	0.35192	0.99952	0.6476	0.00631	4	16	1213	True	True	True	1590114600107046457	1	12500	0.050937	0.44685	0.423039	0.0918716	0.0632198	0.109993	0.108839	0.0634329	0.0614104	0.0269439	0.026763	0.0203815	0.0201419	0.0704533	1.76039	0.0168363	20.2377	24.0302	3.71683	0.943669	0.0423275	0.00873569	4.58058e+14	1.05685e-21
1216	27.9335	2258.73	1554.25	0.0388893	81.4043	47.5261	110.895	107.648	37.3074	34.0604	8.5405	8.37814	4.8611	4.69875	75.3071	42546.2	7.74291	986354	1.24708e+06	124780	6626.66	972830	701.064	27.2639	0.00991976	42	35	3577345688727135263	0.45	1	0.55	0.001	3	8	1216	True	True	True	1590115110862300947	0	12500	0.0472724	0.425086	0.352619	0.0806991	0.0616611	0.0941892	0.0928	0.0546314	0.0521999	0.0261389	0.0258892	0.0197202	0.0193881	0.0776181	1.84491	0.0248884	8.88304	9.98831	3.15949	0.728102	0.236823	0.0467024	7.18453e+41	4.49785e+13
1221	42.1502	1696.31	1277.2	0.0365847	82.9601	41.1862	166.489	163.181	58.6464	55.3382	8.66851	8.56514	5.29843	5.19506	50.5679	21466.1	7.26161	2.78713e+06	3.79749e+06	87028.4	6882.39	2895530	17.2195	0.629969	0.00809528	42	43	4549684729478210883	0.35324	0.99864	0.6454	0.01	5	10	1221	True	True	True	1590114030176825950	0	12500	0.0580691	0.368381	0.31965	0.0814666	0.0574012	0.115408	0.114256	0.0684961	0.0665361	0.026334	0.0261765	0.0205882	0.0203864	0.0636037	1.31045	0.0241025	14.9322	17.4298	2.63861	0.742018	0.0371155	0.00709912	2.64121e+13	2.8013e-33
1222	31.1517	1870.05	1166.66	0.0478216	77.6889	43.244	109.524	106.483	37.9687	34.9284	8.47192	8.31991	4.89417	4.74215	58.397	27322.7	7.18577	1.59947e+06	2.04205e+06	88136.1	6035.56	1516030	66.2345	3.16744	0.00975393	42	18	-4585854124910700937	0.35672	0.99992	0.6432	0.01	3	10	1222	True	True	True	1590114351820666952	3	12500	0.0499213	0.386787	0.305504	0.078836	0.0588177	0.0936051	0.0922965	0.0551135	0.0528609	0.0260337	0.0257991	0.0197872	0.0194775	0.0683503	1.47845	0.0239763	11.3118	12.7814	2.65535	0.69487	0.0727926	0.0159184	2.30638e+21	9.02429e-06
1223	46.3762	1733.88	1405.66	0.0412415	82.6377	41.6399	192.618	189.43	67.1958	64.0075	8.70648	8.62258	5.4059	5.32199	53.4988	23211.6	4.26223	2.15905e+06	2.94372e+06	91357.1	6828.99	2298230	10.3941	0.428667	0.0089023	42	71	1763337119348467370	0.38098	0.99968	0.6187	0.00631	6	8	1223	True	True	True	1590114976125115946	2	12500	0.0609106	0.372438	0.33534	0.0813082	0.0577165	0.124135	0.123103	0.0733189	0.0715584	0.0263916	0.0262642	0.020796	0.0206339	0.065421	1.36269	0.0184656	13.1425	15.3459	2.70344	0.739134	0.0288362	0.00585605	3.74592e+06	9.04104e-47
1224	48.763	2183.37	1997.94	0.040357	106.09	46.7265	209.529	206.319	72.7497	69.5397	9.15151	9.06704	5.55205	5.46758	62.0459	33888.8	3.7049	6.05331e+06	8.92039e+06	174605	11255.1	7014380	7.94458	0.320619	0.00849793	42	56	-127866482121014666	0.35646	0.99936	0.6429	0.00631	6	14	1224	True	True	True	1590115478783591835	2	12500	0.0624583	0.417935	0.399794	0.092126	0.0611402	0.129469	0.128474	0.0762888	0.0745867	0.0270577	0.0269326	0.0210752	0.0209143	0.0704533	1.64654	0.017216	22.006	26.7139	3.73743	0.948898	0.0252104	0.00506454	137.516	1.45629e-51
1227	33.0251	1589.97	1286.46	0.0411717	79.9915	39.8744	138.448	135.258	47.4804	44.2904	8.58303	8.46034	5.08426	4.96157	56.692	22556.1	4.36725	1.98839e+06	2.75365e+06	90709.5	6398.64	2205780	19.4571	0.801082	0.00830884	42	22	8705854758196026119	0.35584	0.99944	0.6436	0.01	4	10	1227	True	True	True	1590114602650657950	4	12500	0.0514005	0.356648	0.320806	0.0799957	0.0564797	0.105242	0.104022	0.0616314	0.0595251	0.0262039	0.0260159	0.0201678	0.019923	0.0673451	1.34331	0.0186917	12.6123	14.8422	2.69384	0.715466	0.0394534	0.00800541	1.18283e+13	1.12848e-23
1229	41.8403	2383.74	2533.7	0.034161	103.437	48.8235	209.492	206.115	69.1807	65.804	9.15053	9.06167	5.45813	5.36927	60.18	35884.8	4.55111	3.24156e+06	4.58314e+06	160990	10699.2	3585280	36.7058	1.25391	0.00995137	42	87	516438601403070554	0.39684	0.99984	0.603	0.001585	6	10	1229	True	True	True	1590167169644932271	0	12500	0.0578552	0.436691	0.450218	0.0909668	0.062497	0.129458	0.12841	0.0743939	0.0725556	0.0270563	0.0269246	0.0208962	0.0207254	0.0693859	1.69434	0.0190811	16.1036	19.1481	3.58876	0.925168	0.0541892	0.0100156	2.48642e+27	4.67497e-29
1230	40.6708	1586.94	1265.13	0.0373912	78.0472	39.8364	163.508	160.222	56.9131	53.6268	8.57537	8.47267	5.24427	5.14157	56.692	22513.1	6.00133	1.80458e+06	2.42647e+06	86354.5	6091.37	1856430	20.6244	0.771169	0.00947074	42	49	7918459511017349215	0.36444	0.99864	0.6342	0.00631	5	8	1230	True	True	True	1590114687244729276	2	12500	0.0570409	0.356308	0.318136	0.0790176	0.0564527	0.114371	0.113216	0.0674763	0.0654992	0.0261922	0.0260349	0.0204827	0.0202812	0.0673451	1.34203	0.0219113	12.0153	13.9326	2.62838	0.698076	0.0406196	0.00785452	8.49861e+15	1.81105e-30
1231	42.1348	2729.76	2937.57	0.0315632	112.696	52.2471	215.482	212.026	70.8395	67.3837	9.30817	9.21723	5.50178	5.41084	64	43697.7	4	4.52941e+06	6.50596e+06	203226	12700.3	5157330	31.965	1.00892	0.00932196	42	91	-661802221272114476	0.38326	0.99976	0.6165	0.001585	6	12	1231	True	True	True	1590116201210344206	2	12500	0.0580585	0.467312	0.484774	0.0949509	0.0646511	0.131296	0.130239	0.0752805	0.0734214	0.0272883	0.0271547	0.0209796	0.0208055	0.0715542	1.86971	0.0178885	19.0356	22.814	4.03213	1.00798	0.0505688	0.00898407	1.29806e+25	1.2084e-32
1234	41.3097	3150.34	3313	0.0305549	117.372	56.1279	218.472	214.984	71.2208	67.7326	9.38685	9.29505	5.51182	5.42002	64	50427	4.55111	4.5992e+06	6.49619e+06	220440	13776.1	5157330	82.6325	2.52483	0.00911389	42	106	-7302108551056743762	0.40234	0.99944	0.5971	0.001	6	12	1234	True	True	True	1590167115886382119	2	12500	0.0574872	0.502023	0.51482	0.0969008	0.0670092	0.132203	0.131144	0.0754829	0.0736112	0.0274034	0.0272691	0.0209987	0.0208231	0.0715542	2.00852	0.0190811	19.1817	22.7968	4.19943	1.0498	0.0813056	0.0142122	6.12901e+40	1.66141e-17
1235	42.9369	4134.42	4266.44	0.0304218	135.797	64.2995	228.652	225.16	74.2263	70.7337	9.65476	9.56284	5.59091	5.499	72.8178	75286.5	4.09542	7.99325e+06	1.14074e+07	335725	18440.7	9156430	70.4074	2.14192	0.00974426	42	103	92221832124007338	0.3827	0.9996	0.6169	0.001	6	16	1235	True	True	True	1590167279487322261	4	12500	0.0586085	0.575112	0.584222	0.104229	0.0717214	0.135249	0.134212	0.0770591	0.0752243	0.0277917	0.0276591	0.0211488	0.0209743	0.0763245	2.45416	0.0181007	25.2875	30.2091	5.18247	1.2146	0.0750506	0.0130902	1.39686e+38	3.2076e-20
1245	48.852	2079.93	1576.35	0.0430547	95.544	45.6063	201.444	198.298	71.1026	67.9574	8.93873	8.85596	5.50871	5.42594	56.692	29500.4	4	4.57479e+06	6.47585e+06	129402	9128.65	5157330	6.46551	0.278371	0.00952778	42	57	-2784644901043528648	0.36214	0.99904	0.6369	0.01	6	12	1245	True	True	True	1590114042139411253	0	12500	0.0625153	0.407915	0.355117	0.0874272	0.0604028	0.126947	0.125952	0.0754202	0.0737332	0.0267413	0.0266172	0.0209928	0.0208345	0.0673451	1.53624	0.0178885	19.1307	22.7611	3.21748	0.854571	0.0227429	0.00471908	0.0547725	6.78216e-54
1248	45.4938	2796.1	2977.05	0.0355491	122.01	52.8782	220.247	216.91	73.823	70.4862	9.43355	9.34574	5.5803	5.49249	64	44759.2	3.41649	7.75163e+06	1.15688e+07	238205	14886.5	9156430	11.1153	0.395138	0.00956753	42	57	8269298200742140557	0.37052	0.99952	0.629	0.003162	6	16	1248	True	True	True	1590167332121796646	0	12500	0.0603283	0.472957	0.48802	0.0987968	0.0650404	0.132739	0.13173	0.0768495	0.0750926	0.0274715	0.0273434	0.0211287	0.0209619	0.0715542	1.89228	0.0165324	24.9024	30.4221	4.36536	1.09129	0.0298199	0.00562237	4.7936e+07	4.09365e-48
1249	36.6139	3209.42	3306.44	0.0289176	121.275	56.6517	190.001	186.458	61.948	58.4047	9.40327	9.29255	5.40161	5.29088	70.4499	56547.3	7.33865	7.54911e+06	1.03551e+07	259060	14707.7	7392830	47.1355	1.36305	0.00980861	42	54	-7042261061882196347	0.38468	0.99848	0.6138	0.001585	5	16	1249	True	True	True	1590116628940298213	3	12500	0.0541213	0.506709	0.51431	0.0984987	0.0673211	0.123289	0.122134	0.0703977	0.0683548	0.0274274	0.0272654	0.0207877	0.0205735	0.0750732	2.12692	0.02423	24.575	28.7821	4.55245	1.08472	0.0614072	0.0104424	2.60787e+27	1.49115e-22
22	44.0843	4040.39	1080.51	0.0427904	83.5044	63.564	80.2804	77.129	28.8684	25.717	8.37338	8.14827	4.70109	4.47599	80.6845	81521.5	16.7772	689094	761203	140675	6972.99	531030	1799.21	76.989	0.00976595	42	92	-8523305536344828929	0.3234	1	0.6766	0.001	2	8	22	True	True	True	1590098334281682294	1	25000	0.0419925	0.402014	0.207895	0.0577943	0.0504238	0.0566676	0.0555442	0.0339814	0.032073	0.0183012	0.0180536	0.0137129	0.0133806	0.05681	1.80579	0.0259054	5.25012	5.51798	2.37213	0.528128	0.268269	0.0554938	2.23501e+35	1.54218e+16
23	41.7834	3896.11	1090.17	0.0435536	82.6651	62.4188	80.2233	77.0896	28.7133	25.5796	8.36929	8.14545	4.69001	4.46617	72.8178	70948.7	19.15	698665	772909	124423	6833.51	531030	1724.79	75.1209	0.00987883	42	89	-8523305536344828929	0.3212	1	0.6788	0.001	2	8	23	True	True	True	1590098337622456977	0	25000	0.040882	0.394771	0.208822	0.0575031	0.0499675	0.0566474	0.05553	0.03389	0.0319872	0.0182968	0.0180504	0.0136967	0.0133659	0.0539695	1.68462	0.0276767	5.28645	5.56025	2.2309	0.52282	0.262663	0.0548164	1.2372e+35	1.09341e+16
24	42.6122	4045.31	1089.49	0.0425679	83.6009	63.6027	80.3402	77.1836	28.8347	25.6781	8.37765	8.15217	4.69868	4.47321	77.9263	78831.2	20.898	712055	784308	136181	6989.11	531030	1891.84	80.5315	0.00983069	42	88	-8523305536344828929	0.3168	1	0.6832	0.001	2	8	24	True	True	True	1590098350757736735	2	25000	0.0412854	0.402259	0.208757	0.0578276	0.0504392	0.0566887	0.0555639	0.0339616	0.0320488	0.0183059	0.0180579	0.0137094	0.0133764	0.0558306	1.77574	0.0289123	5.33687	5.6011	2.33393	0.528738	0.275088	0.0567561	4.51352e+35	2.89504e+16
25	40.8277	3954.82	1101	0.0431368	83.0785	62.8874	80.2595	77.1161	28.6619	25.5185	8.37188	8.14735	4.68633	4.46181	80.6845	79795.6	20.898	710142	783728	139244	6902.03	531030	1775.88	76.6058	0.00993269	42	88	-8523305536344828929	0.3253	1	0.6747	0.001	2	8	25	True	True	True	1590098359880668880	3	25000	0.0404117	0.397735	0.209857	0.0576467	0.0501547	0.0566602	0.0555396	0.0338597	0.031949	0.0182996	0.0180525	0.0136914	0.0133594	0.05681	1.78657	0.0289123	5.3297	5.59903	2.36003	0.525434	0.266524	0.0553555	1.86176e+35	1.43813e+16
28	39.0486	4321.28	1501.97	0.0395605	94.0228	65.7364	84.6284	81.3985	29.8076	26.5777	8.68394	8.45323	4.76817	4.53746	100.786	108903	16	1.47439e+06	1.68602e+06	222766	8840.29	1186530	1366.89	54.0748	0.00948799	42	65	-502694889760783273	0.3121	1	0.6879	0.001	2	12	28	True	True	True	1590098446881441526	2	25000	0.0395214	0.415754	0.24511	0.0613263	0.0512782	0.0581819	0.0570608	0.0345298	0.0326053	0.0186375	0.0183883	0.0138104	0.0134721	0.0634936	2.08713	0.0252982	7.67956	8.21223	2.98507	0.594653	0.233828	0.046508	4.76874e+33	1.09664e+14
29	40.1889	4074.96	1311.06	0.0412981	88.5032	63.8354	82.676	79.4891	29.31	26.1231	8.54449	8.31685	4.73263	4.50499	83.5918	85180.7	17.0489	1.04934e+06	1.18381e+06	163712	7832.82	826280	1491.78	61.6077	0.00977099	42	74	-3728529269831051920	0.3159	1	0.6841	0.001	2	10	29	True	True	True	1590098448539102232	4	25000	0.0400943	0.403731	0.229003	0.059499	0.0505313	0.0575069	0.0563876	0.0342403	0.0323253	0.0184873	0.0182394	0.0137588	0.0134238	0.0578245	1.84587	0.0261143	6.4787	6.88131	2.559	0.559744	0.244277	0.0496418	1.62181e+34	6.80806e+14
30	39.6761	4055.98	1303.91	0.0415792	88.2547	63.6865	82.6312	79.4511	29.2807	26.1005	8.54129	8.31413	4.73053	4.50338	83.5918	84783.9	15.045	1.02852e+06	1.1628e+06	162794	7788.9	826280	1537.85	63.9424	0.00995095	42	74	-3728529269831051920	0.3209	1	0.6791	0.001	2	10	30	True	True	True	1590098448539202466	2	25000	0.0398377	0.402789	0.228378	0.0594154	0.0504724	0.0574913	0.0563741	0.0342232	0.0323113	0.0184838	0.0182364	0.0137558	0.0134214	0.0578245	1.84156	0.0245316	6.41411	6.81997	2.55182	0.558172	0.24802	0.0505737	2.48273e+34	1.14598e+15
31	39.4035	4378.7	1520.4	0.0403415	94.4965	66.1717	84.7108	81.5005	29.8205	26.6101	8.68983	8.46052	4.76909	4.53978	83.5918	91528.2	13.9669	1.44106e+06	1.65177e+06	186632	8929.58	1186530	1392.47	56.1742	0.0092625	42	64	-502694889760783273	0.3209	1	0.6791	0.001	2	12	31	True	True	True	1590098448550030254	0	25000	0.0397006	0.418507	0.246609	0.0614806	0.0514477	0.0582102	0.0570966	0.0345372	0.0326252	0.0186439	0.0183962	0.0138117	0.0134756	0.0578245	1.91341	0.0236363	7.59226	8.12839	2.73227	0.597648	0.236006	0.0474022	6.18209e+33	1.86918e+14
32	40.6705	4105.03	1309.71	0.0417356	88.6579	64.0705	82.688	79.5117	29.3266	26.1502	8.54535	8.31846	4.73382	4.50693	86.6592	88957.1	16.253	1.0449e+06	1.17858e+06	170312	7860.22	826280	1514.82	63.2221	0.00982069	42	74	-3728529269831051920	0.3151	1	0.6849	0.001	2	10	32	True	True	True	1590098448535840085	3	25000	0.0403339	0.405217	0.228885	0.059551	0.0506243	0.057511	0.0563956	0.03425	0.032342	0.0184882	0.0182411	0.0137606	0.0134267	0.0588759	1.88634	0.0254975	6.46498	6.86609	2.61007	0.560722	0.246156	0.050288	2.00996e+34	9.77909e+14
33	38.8512	4341.24	1527.52	0.0409033	94.3664	65.8881	84.7169	81.5203	29.8092	26.6126	8.69026	8.46194	4.76829	4.53996	83.5918	90745.4	12.642	1.40976e+06	1.62219e+06	186119	8905.02	1186530	1264.21	51.7103	0.00966797	42	67	-502694889760783273	0.3182	1	0.6818	0.001	2	12	33	True	True	True	1590098448663224765	1	25000	0.0394214	0.416713	0.247186	0.0614382	0.0513374	0.0582123	0.0571035	0.0345307	0.0326267	0.0186443	0.0183978	0.0138106	0.0134758	0.0578245	1.90521	0.0224873	7.50935	8.05528	2.72851	0.596826	0.224874	0.0454798	1.5981e+33	5.86425e+13
34	42.5754	3869.51	1087.19	0.0427345	82.5147	62.2054	80.218	77.0653	28.7767	25.624	8.36892	8.14372	4.69454	4.46934	75.3071	72872.6	17.3273	687759	762427	128208	6808.68	531030	1720.22	73.5126	0.00977419	42	91	-8523305536344828929	0.3216	1	0.6784	0.001	2	8	34	True	True	True	1590098449123026435	4	25000	0.0412676	0.393421	0.208537	0.0574507	0.049882	0.0566456	0.0555213	0.0339274	0.032015	0.0182964	0.0180485	0.0137033	0.0133706	0.0548843	1.70731	0.0263266	5.24503	5.52242	2.26458	0.521869	0.262314	0.0542264	1.19209e+35	8.07604e+15
35	40.5115	4106.06	1313.89	0.0398588	88.5701	64.0786	82.6841	79.4616	29.2897	26.0673	8.54506	8.31489	4.73118	4.50101	100.786	103481	14.5992	1.02375e+06	1.15697e+06	197680	7844.66	826280	1544.69	61.5694	0.0094759	42	75	-3728529269831051920	0.3178	1	0.6822	0.001	2	10	35	True	True	True	1590098451203462218	0	25000	0.0402549	0.405268	0.22925	0.0595215	0.0506275	0.0575097	0.0563779	0.0342285	0.0322907	0.0184879	0.0182372	0.0137567	0.0134179	0.0634936	2.03451	0.0241654	6.39922	6.80285	2.81197	0.560166	0.248571	0.0496264	2.64188e+34	6.74905e+14
36	38.8936	4340.32	1519.21	0.0405052	94.3349	65.8811	84.6704	81.4641	29.7804	26.5741	8.68694	8.45792	4.76623	4.53721	89.8985	97569.4	14.173	1.44159e+06	1.65388e+06	200025	8899.07	1186530	1344.93	54.4766	0.00968791	42	63	-502694889760783273	0.3146	1	0.6854	0.001	2	12	36	True	True	True	1590098452121824203	4	25000	0.0394429	0.416669	0.246512	0.061428	0.0513346	0.0581964	0.0570838	0.034514	0.0326031	0.0186408	0.0183934	0.0138076	0.0134718	0.0599662	1.97554	0.0238101	7.59366	8.13358	2.8286	0.596626	0.231942	0.0466804	3.80127e+33	1.21639e+14
37	39.6828	4013.26	1317.17	0.0417925	88.0299	63.3503	82.6308	79.4558	29.2281	26.0531	8.54126	8.31447	4.72678	4.49999	86.6592	86968.9	13.9669	1.00842e+06	1.14382e+06	167909	7749.27	826280	1462.63	61.1271	0.00966904	42	74	-3728529269831051920	0.3174	1	0.6826	0.001	2	10	37	True	True	True	1590098453970030354	1	25000	0.0398411	0.400662	0.229536	0.0593397	0.050339	0.0574911	0.0563758	0.0341925	0.0322819	0.0184838	0.0182367	0.0137503	0.0134164	0.0588759	1.86514	0.0236363	6.35113	6.76408	2.59159	0.55675	0.241878	0.0494478	1.23032e+34	6.10108e+14
38	39.9578	4443.07	1532.02	0.0400772	94.8807	66.6563	84.7373	81.5203	29.7987	26.5818	8.69172	8.46194	4.76754	4.53775	100.786	111972	16	1.47684e+06	1.68563e+06	226850	9002.34	1186530	1419.79	56.9013	0.00942299	42	65	-502694889760783273	0.3172	1	0.6828	0.001	2	12	38	True	True	True	1590098461955853079	3	25000	0.0399789	0.421572	0.24755	0.0616054	0.0516358	0.0582193	0.0571035	0.0345246	0.0326079	0.0186459	0.0183978	0.0138095	0.0134726	0.0634936	2.11634	0.0252982	7.68594	8.21128	3.01231	0.600078	0.23831	0.047708	8.11468e+33	2.23792e+14
39	38.9931	4640.71	1736.86	0.0404128	99.7879	68.1227	86.3725	83.1639	30.2241	27.0155	8.80852	8.57933	4.79792	4.56873	86.6592	100562	14.3838	1.94338e+06	2.25015e+06	215752	9957.62	1611780	1264.65	51.1079	0.00942138	42	59	310467161285297772	0.3186	1	0.6814	0.001	2	14	39	True	True	True	1590098462790653258	0	25000	0.0394933	0.430846	0.26358	0.0631784	0.0522007	0.0587784	0.0576763	0.0347702	0.0328728	0.0187707	0.0185249	0.0138534	0.0135185	0.0588759	2.00561	0.0239865	8.81676	9.48715	2.9377	0.631114	0.224913	0.0452141	1.6059e+33	4.97698e+13
40	39.4178	4637.66	1724.58	0.0398481	99.7889	68.1004	86.3762	83.1535	30.2903	27.0676	8.80879	8.57859	4.80265	4.57246	89.8985	104252	12.8194	1.90616e+06	2.2132e+06	223821	9957.82	1611780	1143.86	45.5807	0.00953529	42	61	310467161285297772	0.3173	1	0.6827	0.001	2	14	40	True	True	True	1590098470053514752	2	25000	0.0397078	0.430705	0.262647	0.0631788	0.0521921	0.0587797	0.0576727	0.0348082	0.0329045	0.018771	0.0185241	0.0138602	0.013524	0.0599662	2.04208	0.0226446	8.73192	9.40893	2.99213	0.63112	0.213903	0.0426993	3.93871e+32	1.00246e+13
41	37.968	4689.28	1749.35	0.0386379	100.151	68.4783	86.4251	83.1715	30.1655	26.912	8.81228	8.57988	4.79374	4.56135	83.5918	98018.8	11.8078	1.88569e+06	2.19119e+06	209635	10030.3	1611780	1219.65	47.1249	0.00909563	42	59	310467161285297772	0.3151	1	0.6849	0.001	2	14	41	True	True	True	1590098470861390163	1	25000	0.0389708	0.433095	0.264526	0.0632933	0.0523367	0.0587963	0.0576789	0.0347364	0.0328098	0.0187747	0.0185255	0.0138474	0.0135076	0.0578245	1.98009	0.0217327	8.68491	9.36203	2.89576	0.633413	0.220876	0.0434165	9.67001e+32	1.59823e+13
