	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	index	is.converged	is.high_train_accuracy	is.last_epoch	repeat_id	seed	train_dataset_size	complexity.dist_spec_init_adjusted1	complexity.fro_dist_adjusted1	complexity.fro_over_spec_adjusted1	complexity.l2_adjusted1	complexity.l2_dist_adjusted1	complexity.log_prod_of_fro_adjusted1	complexity.log_prod_of_fro_over_margin_adjusted1	complexity.log_prod_of_spec_adjusted1	complexity.log_prod_of_spec_over_margin_adjusted1	complexity.log_sum_of_fro_adjusted1	complexity.log_sum_of_fro_over_margin_adjusted1	complexity.log_sum_of_spec_adjusted1	complexity.log_sum_of_spec_over_margin_adjusted1	complexity.pacbayes_flatness_adjusted1	complexity.pacbayes_init_adjusted1	complexity.pacbayes_mag_flatness_adjusted1	complexity.pacbayes_mag_init_adjusted1	complexity.pacbayes_mag_orig_adjusted1	complexity.pacbayes_orig_adjusted1	complexity.param_norm_adjusted1	complexity.path_norm_adjusted1	complexity.path_norm_over_margin_adjusted1	complexity.path_norm_adjusted2	complexity.path_norm_over_margin_adjusted2
545	30.0271	1475.79	1431.16	0.0436228	81.3517	38.416	139.27	136.138	46.9366	43.8045	8.61464	8.49417	5.06335	4.94288	50.5679	18677.6	4	1.97003e+06	2.79477e+06	83686.6	6618.1	2205780	19.9831	0.871718	0.00985858	42	20	8705854758196026119	0.44068	0.99968	0.559	0.01	4	10	545	True	True	True	1590112977666649392	0	6250	0.0693133	0.485928	0.478524	0.114089	0.0784	0.149276	0.147588	0.0866594	0.0837181	0.037126	0.0368655	0.0284629	0.0281222	0.0899492	1.7287	0.0252982	17.754	21.1462	3.65922	1.02903	0.0565446	0.0118099	3.34689e+13	1.43609e-22
546	27.9818	4342.77	3031.28	0.0321612	115.325	65.8997	123.01	119.573	40.3701	36.9331	9.14622	8.97437	5.01424	4.84239	83.5918	90776.1	6.05917	3.68879e+06	4.76792e+06	277963	13300	3865630	568.591	18.2866	0.00959629	42	25	-7410018531192978725	0.4913	1	0.5087	0.001585	3	16	546	True	True	True	1590114243630733786	4	6250	0.066911	0.833573	0.696423	0.135838	0.102684	0.140291	0.138317	0.0803692	0.0768719	0.0382543	0.0378933	0.0283245	0.0278349	0.115649	3.81106	0.0311363	24.2942	27.6201	6.66889	1.45877	0.30162	0.0540912	1.54085e+40	2.15983e+10
547	40.454	4109.36	4434.3	0.0285312	136.284	64.1043	228.841	225.285	73.7435	70.1868	9.65973	9.56613	5.57821	5.48461	68.1956	70080.9	3.96893	7.95937e+06	1.14038e+07	316675	18573.3	9156430	72.7154	2.07466	0.00919363	42	144	92221832124007338	0.46546	0.99936	0.5339	0.001	6	16	547	True	True	True	1590167169770178373	1	6250	0.0804527	0.810862	0.842311	0.147667	0.101275	0.191349	0.189857	0.108623	0.105971	0.0393136	0.0391226	0.029875	0.0296233	0.104457	3.34857	0.0251998	35.6861	42.7154	7.11815	1.72387	0.107863	0.0182194	6.72938e+38	1.34944e-20
548	32.8245	3730.89	1701.31	0.0340484	94.9546	61.081	85.3881	82.0081	29.5348	26.1549	8.73821	8.49678	4.74869	4.50726	70.4499	65731.1	8.75886	1.7826e+06	2.13713e+06	158822	9016.38	1611780	641.583	21.8449	0.00846291	42	42	2259696632740080255	0.3999	1	0.6001	0.003162	2	14	548	True	True	True	1590113496451241248	0	6250	0.0724701	0.77262	0.521737	0.123259	0.0988583	0.116885	0.114548	0.0687428	0.0646899	0.0373914	0.0368712	0.0275643	0.0268545	0.10617	3.24299	0.0374355	16.8883	18.4916	5.04098	1.20109	0.320396	0.0591201	2.40272e+29	6.76184e+08
549	35.4674	2451.89	2798.21	0.030527	114.111	49.5166	185.769	182.28	61.2661	57.7769	9.27101	9.16198	5.3803	5.27127	60.18	36909.5	8.5598	7.47773e+06	1.05547e+07	195928	13021.4	7392830	20.6315	0.629819	0.00914885	42	50	-5508358605167037948	0.45852	0.99872	0.5402	0.003162	5	16	549	True	True	True	1590114591005789410	3	6250	0.0753312	0.62634	0.669114	0.135121	0.0890093	0.172404	0.170777	0.099008	0.0961473	0.0385144	0.0382873	0.0293402	0.0290414	0.0981264	2.43013	0.0370077	34.5895	41.0944	5.59897	1.44341	0.0574547	0.0100385	1.2152e+16	3.93156e-33
550	32.7685	4077.4	1863.59	0.0337938	97.9514	63.8546	86.1226	82.7351	29.6587	26.2712	8.79067	8.54871	4.75753	4.51557	80.6845	82266.8	8.46281	1.72433e+06	2.06815e+06	193552	9594.47	1611780	895.77	30.2715	0.00962482	42	68	-1571988516828905522	0.4315	1	0.5685	0.001585	2	14	550	True	True	True	1590113874524401969	1	6250	0.0724083	0.807703	0.546053	0.125189	0.101078	0.117387	0.115055	0.0688868	0.0648336	0.0375034	0.0369837	0.0275899	0.0268792	0.11362	3.62804	0.0367974	16.61	18.1908	5.56492	1.239	0.378581	0.0695948	2.56989e+31	6.51087e+10
551	27.7991	3450.52	2390.34	0.0318023	101.461	58.7411	118.378	114.929	39.2533	35.8051	8.91461	8.7422	4.9584	4.78599	80.6845	69621.8	7.03761	2.09576e+06	2.68959e+06	207667	10294.2	2179230	744.202	23.6674	0.00995217	42	37	5914637055047857437	0.505	1	0.495	0.001	3	12	551	True	True	True	1590114208547266373	3	6250	0.0666922	0.743023	0.618429	0.127412	0.0969463	0.137624	0.135605	0.0792498	0.0756889	0.0377669	0.0373999	0.0281664	0.0276723	0.11362	3.33759	0.0335562	18.3118	20.7445	5.76426	1.28338	0.345069	0.0615369	3.35411e+42	3.75639e+12
552	39.6793	1995.68	2187.92	0.0299624	93.6268	44.673	202.447	198.94	66.8573	63.3495	8.96515	8.87284	5.39699	5.30468	56.692	28305.5	4	2.03645e+06	2.88366e+06	124261	8765.98	2298230	56.7205	1.69948	0.00892095	42	123	-5226700891785418501	0.47542	0.99952	0.5241	0.001585	6	8	552	True	True	True	1590113944705233009	1	6250	0.0796787	0.565074	0.591665	0.122394	0.084544	0.179976	0.178411	0.103427	0.100677	0.0378738	0.0376783	0.0293857	0.0291333	0.0952403	2.12812	0.0252982	18.0508	21.4799	4.4589	1.1843	0.0952643	0.0164899	5.34926e+34	6.88941e-24
556	30.3984	2568.66	2513.31	0.0420897	108.057	50.682	152.354	149.187	49.9646	46.7966	9.11788	8.99604	5.17981	5.05797	64	41119.4	4	5.33645e+06	7.46181e+06	186842	11676.4	5629230	28.0247	1.17955	0.00993837	42	20	-8735883835984416639	0.43844	0.99984	0.5614	0.00631	4	16	556	True	True	True	1590113602745484287	2	6250	0.0697405	0.641082	0.634137	0.131488	0.0900507	0.15613	0.154499	0.0894111	0.0865301	0.038195	0.037939	0.0287884	0.0284478	0.101193	2.56498	0.0252982	29.2204	34.5527	5.46761	1.36683	0.0669623	0.0137378	2.20532e+17	3.73277e-19
557	32.6537	2415.78	925.78	0.0404755	71.8913	49.1505	77.9943	74.7873	27.7245	24.5175	8.21008	7.98101	4.61938	4.3903	64	38673.2	8.86101	610606	711098	82714.6	5168.36	531030	487.755	19.7421	0.00932373	42	41	3245632698784002773	0.3893	1	0.6107	0.00631	2	8	557	True	True	True	1590113135213962003	0	6250	0.0722813	0.621711	0.38487	0.10725	0.0886796	0.11171	0.109389	0.0666027	0.0626323	0.0362438	0.0357346	0.0271864	0.0265037	0.101193	2.48751	0.0376532	9.88418	10.6666	3.6379	0.909361	0.279358	0.0562026	5.17592e+27	1.63935e+08
561	38.0152	1870.02	1969.98	0.0363843	100.678	43.2437	177.853	174.539	60.4204	57.1068	9.02364	8.92009	5.35387	5.25032	56.692	26524.6	6.36133	5.34198e+06	7.72765e+06	143679	10136	5663730	15.5959	0.567446	0.00972303	42	43	-3470121482614085118	0.44764	0.99904	0.5514	0.00631	5	14	561	True	True	True	1590113808864281984	2	6250	0.0779899	0.546995	0.561424	0.126919	0.0831805	0.16869	0.167111	0.0983222	0.0955881	0.0379971	0.0377785	0.0292681	0.0289836	0.0952403	2.06008	0.0319032	29.2355	35.1628	4.79465	1.27348	0.0499534	0.00952845	1.57034e+12	1.39716e-34
566	27.7328	1759.15	1293.57	0.0427145	78.5797	41.9422	109.823	106.669	37.3596	34.2064	8.48686	8.3292	4.86371	4.70605	58.397	25703	5.04278	1.50958e+06	1.98386e+06	90167.7	6174.77	1516030	67.3346	2.87617	0.0087674	42	18	-4585854124910700937	0.4354	1	0.5646	0.01	3	10	566	True	True	True	1590113247881959304	4	6250	0.0666127	0.530532	0.454941	0.112128	0.0819192	0.132558	0.130641	0.0773145	0.0739799	0.0368497	0.0365058	0.0278961	0.0274403	0.0966619	2.02793	0.028405	15.5413	17.8162	3.79827	0.993963	0.103796	0.021452	4.53446e+21	1.85375e-06
567	30.9469	1320.07	1186.92	0.0410603	73.3	36.3328	134.509	131.316	45.7914	42.5987	8.43151	8.30872	5.0193	4.89651	52.0024	17182.5	4.26223	1.28729e+06	1.78179e+06	69871.5	5372.89	1414630	25.113	1.03115	0.00899575	42	26	-2972983487453045749	0.44152	0.99952	0.558	0.01	4	8	567	True	True	True	1590113292763177377	4	6250	0.0703669	0.459577	0.435783	0.108296	0.0762447	0.146702	0.14495	0.0855957	0.0825578	0.0367293	0.0364609	0.0283388	0.02799	0.0912161	1.65807	0.0261143	14.3515	16.8845	3.34357	0.92718	0.0633883	0.0128446	1.27283e+16	1.13181e-20
568	28.0537	1504.79	1072.46	0.0451487	70.7304	38.7917	106.233	103.136	36.482	33.3843	8.3074	8.15251	4.81983	4.66494	53.4988	20146.9	6.5536	1.00406e+06	1.29505e+06	66931.4	5002.78	972830	81.8925	3.69734	0.00971124	42	21	-2959591463707652910	0.4311	1	0.5689	0.01	3	8	568	True	True	True	1590113210632283806	3	6250	0.066997	0.49068	0.414239	0.106381	0.0787824	0.130374	0.128459	0.076401	0.0730855	0.036458	0.0361165	0.02777	0.0273201	0.0925192	1.79541	0.0323817	12.6748	14.3947	3.27246	0.894676	0.114467	0.0243223	2.27323e+23	0.000281545
569	32.0882	2766.9	1124.6	0.0373741	76.4351	52.6013	79.4471	76.1603	27.8904	24.6036	8.31385	8.07908	4.63123	4.39646	75.3071	52112.6	10.1132	595682	694441	110013	5842.32	531030	1042.59	38.9657	0.00980061	42	92	2534524558569033911	0.4179	1	0.5821	0.001585	2	8	569	True	True	True	1590113678419752744	1	6250	0.0716527	0.66536	0.424189	0.110588	0.0917399	0.112745	0.110389	0.0668017	0.0627421	0.0364721	0.0359535	0.0272213	0.0265223	0.109769	2.88756	0.0402258	9.76264	10.5409	4.19548	0.966836	0.408429	0.0789589	2.15156e+32	2.23212e+12
571	34.511	3138.62	3436.49	0.0283142	121.723	56.0233	190.199	186.634	61.6119	58.0475	9.40945	9.29806	5.39111	5.27972	66.0479	51845.6	7.11111	7.4727e+06	1.03334e+07	244671	14816.5	7392830	49.3333	1.39683	0.00873526	42	71	-7042261061882196347	0.46616	0.99936	0.5332	0.001585	5	16	571	True	True	True	1590114030411045398	1	6250	0.0743085	0.708646	0.741511	0.139555	0.094677	0.174447	0.172805	0.099287	0.0963722	0.0388009	0.0385706	0.0293697	0.0290647	0.102799	2.88016	0.033731	34.5779	40.6613	6.25679	1.53969	0.0888444	0.0149497	1.58542e+28	4.61588e-22
573	37.0177	1838.73	1972.12	0.0358481	100.624	42.8805	177.843	174.515	60.3371	57.0086	9.02333	8.91932	5.35127	5.24726	56.692	26081.1	6.48855	5.36024e+06	7.76818e+06	143525	10125.2	5663730	16.5436	0.593055	0.00893438	42	40	-3470121482614085118	0.43996	0.99936	0.5594	0.00631	5	14	573	True	True	True	1590114016807764811	3	6250	0.0769599	0.542399	0.561729	0.126885	0.0828304	0.168686	0.1671	0.0982544	0.0955059	0.0379965	0.0377769	0.029261	0.0289752	0.0952403	2.04279	0.0322206	29.2855	35.2549	4.79208	1.2728	0.0514488	0.00974109	1.0371e+13	5.73719e-34
574	32.2463	2708.1	1110.17	0.040766	78.7766	52.0394	80.4934	77.2935	28.3763	25.1764	8.38859	8.16002	4.66594	4.43737	66.0479	44737	9.17839	956470	1.12711e+06	102490	6205.76	826280	423.232	17.2535	0.00970649	42	35	5533540453786753983	0.3883	1	0.6117	0.00631	2	10	574	True	True	True	1590113135215808222	0	6250	0.071829	0.658252	0.421458	0.112269	0.0912486	0.113485	0.111207	0.0673811	0.0634683	0.0366357	0.0361331	0.0273231	0.0266454	0.102799	2.67543	0.0383216	12.3707	13.429	4.04949	0.996455	0.260225	0.052541	7.10007e+26	2.48568e+07
575	27.2299	3242.08	2396.02	0.0366729	103.012	56.9393	119.228	115.922	39.3229	36.0172	8.95712	8.79183	4.96188	4.79659	72.8178	59041.2	4.91265	2.85473e+06	3.73062e+06	193195	10611.4	2962430	293.848	10.7763	0.00983001	42	19	-1532375267845160861	0.4609	1	0.5391	0.003162	3	14	575	True	True	True	1590113491359667520	0	6250	0.0660059	0.720231	0.619163	0.128382	0.0954478	0.138118	0.136189	0.07932	0.0759128	0.0378568	0.0375059	0.0281762	0.027703	0.107939	3.07353	0.0280361	21.3719	24.4315	5.55978	1.30301	0.216831	0.0415236	2.84587e+34	551002
576	37.0773	1507.98	1506.26	0.0327648	85.4349	38.8328	168.568	165.15	57.7517	54.3333	8.73349	8.62667	5.27048	5.16365	53.4988	20189.6	7.11111	2.82849e+06	3.96611e+06	97644.2	7299.12	2895530	18.9	0.619256	0.00944337	42	50	766653553017414007	0.45986	0.99856	0.5387	0.00631	5	10	576	True	True	True	1590167168079194354	0	6250	0.0770219	0.491199	0.490919	0.116917	0.0788242	0.164228	0.162555	0.0961263	0.093238	0.0373813	0.0371519	0.0290392	0.0287434	0.0925192	1.79731	0.033731	21.2734	25.1908	3.9526	1.08068	0.0549909	0.00995394	7.35255e+14	2.28827e-33
578	33.4744	2755.94	2912.15	0.0286828	109.295	52.497	183.857	180.306	59.7204	56.1689	9.21128	9.1003	5.332	5.22102	64	44115.9	7.11111	4.26123e+06	5.78383e+06	191149	11945.5	4164630	121.533	3.4859	0.00933622	42	85	3409056197794613212	0.48666	0.99936	0.5127	0.001	5	12	578	True	True	True	1590114195946267696	1	6250	0.073184	0.664041	0.682601	0.132239	0.0916489	0.171514	0.16985	0.097751	0.0947999	0.0383902	0.0381582	0.0292082	0.0289027	0.101193	2.65679	0.033731	26.1112	30.4206	5.53027	1.38249	0.139446	0.0236166	5.36878e+40	2.36449e-09
579	33.7291	1758.49	1869.5	0.0310211	86.7216	41.9344	170.104	166.631	56.2105	52.7374	8.78149	8.67295	5.22231	5.11378	55.0607	24226.7	7.74291	1.93089e+06	2.60281e+06	103544	7520.64	1856430	69.9726	2.17063	0.00958152	42	72	-2048022436391706832	0.4726	0.9992	0.5266	0.001585	5	8	579	True	True	True	1590114000827510158	2	6250	0.0734619	0.530432	0.546919	0.117794	0.0819116	0.164975	0.163282	0.094835	0.0918585	0.0374838	0.0372515	0.0289062	0.0286043	0.0938601	1.96883	0.0351975	17.5768	20.4071	4.07026	1.09695	0.105809	0.018636	1.14119e+33	6.17172e-16
580	39.3891	1362.26	1112.42	0.0363209	74.3965	36.9088	160.358	157.043	56.506	53.1906	8.47694	8.37333	5.23155	5.12794	50.5679	17242.3	6.05917	1.73134e+06	2.37946e+06	69992	5534.84	1856430	17.2795	0.627608	0.00977798	42	52	-6565967768306154532	0.4631	0.9984	0.5353	0.01	5	8	580	True	True	True	1590113440051478845	2	6250	0.0793867	0.466864	0.421885	0.109103	0.0768467	0.160179	0.158515	0.095084	0.0922523	0.0368281	0.0366024	0.0289318	0.0286439	0.0899492	1.66095	0.0311363	16.6437	19.5119	3.34645	0.94105	0.0525806	0.0100208	4.17501e+13	3.51311e-33
583	32.3054	3263.64	1456.42	0.039313	90.6949	57.1283	84.2019	80.9657	29.4013	26.1651	8.65348	8.42232	4.73915	4.50799	72.8178	59433.7	6.75472	1.76155e+06	2.13295e+06	149763	8225.57	1611780	354.092	13.9204	0.0092335	42	30	3429072442328821228	0.3852	1	0.6148	0.00631	2	14	583	True	True	True	1590113609600490304	3	6250	0.0718948	0.722622	0.482729	0.120462	0.0956061	0.11607	0.113818	0.0685872	0.0647025	0.0372096	0.0367093	0.0275366	0.0268566	0.107939	3.08373	0.0328748	16.7883	18.4735	4.89511	1.14721	0.238023	0.0471939	5.84507e+25	1.23108e+06
584	33.1565	2365.78	843.353	0.0435588	70.4414	48.6392	77.369	74.2353	27.7767	24.643	8.16541	7.94158	4.62311	4.39927	55.0607	32586.1	8.36746	613464	711335	68323.3	4961.98	531030	364.384	15.8721	0.00955435	42	35	-5783648748449743143	0.3793	1	0.6207	0.01	2	8	584	True	True	True	1590113157413860114	2	6250	0.0728357	0.615244	0.367337	0.106163	0.0882172	0.111261	0.108985	0.0666654	0.0627924	0.0361451	0.0356462	0.0271974	0.0265308	0.0938601	2.28337	0.0365895	9.90728	10.6683	3.30632	0.89102	0.241457	0.0503938	8.72959e+25	7.72761e+06
585	28.3868	2052.74	1515.36	0.0448745	86.1757	45.3071	112.958	109.854	38.2161	35.1122	8.64365	8.48845	4.90654	4.75134	60.18	30904.2	4.91265	2.18545e+06	2.8839e+06	111749	7426.25	2179230	61.2152	2.747	0.00990754	42	16	4237752798273886085	0.4338	1	0.5662	0.01	3	12	585	True	True	True	1590113200451040614	3	6250	0.0673935	0.573095	0.4924	0.117423	0.0851419	0.134437	0.132577	0.0781958	0.074953	0.0371885	0.0368531	0.0280187	0.027572	0.0981264	2.22366	0.0280361	18.6995	21.4808	4.22846	1.09005	0.0989668	0.0209647	6.74443e+20	7.39492e-07
587	27.5781	3431.25	2395.43	0.0319934	101.258	58.5769	118.366	114.924	39.2132	35.771	8.91403	8.74192	4.9564	4.78428	86.6592	74358.3	7.11111	2.08818e+06	2.68288e+06	222154	10253.2	2179230	744.106	23.8064	0.00926672	42	37	5914637055047857437	0.5184	1	0.4816	0.001	3	12	587	True	True	True	1590113972645447845	1	6250	0.0664266	0.740945	0.619087	0.127284	0.0968107	0.137617	0.135602	0.0792093	0.0756529	0.0377657	0.0373993	0.0281607	0.0276674	0.117752	3.44925	0.033731	18.2786	20.7186	5.96193	1.28082	0.345046	0.0617173	3.34546e+42	4.22313e+12
590	28.8561	2615.21	1936.45	0.0424575	99.1264	51.1391	117.755	114.596	39.5292	36.37	8.88348	8.72552	4.97219	4.81423	64	41864.2	5.22449	3.93736e+06	5.21332e+06	157237	9826.04	3865630	50.3914	2.13949	0.00916431	42	16	6070358833646617446	0.425	1	0.575	0.01	3	16	590	True	True	True	1590113143188802677	0	6250	0.0679483	0.646864	0.556626	0.125937	0.0904558	0.137262	0.135408	0.0795278	0.0762837	0.0377009	0.0373642	0.0282055	0.0277539	0.101193	2.5881	0.0289123	25.0994	28.8813	5.01577	1.25386	0.0897921	0.0185018	1.37686e+19	4.98845e-09
594	27.8661	3990.9	2764.26	0.0312181	109.367	63.1736	121.058	117.591	39.9551	36.4883	9.04864	8.8753	4.99349	4.82015	80.6845	80522	6.89399	2.80669e+06	3.61755e+06	241290	11961.1	2962430	713.159	22.2635	0.00994928	42	35	8472726851279803983	0.5086	1	0.4914	0.001	3	14	594	True	True	True	1590113862166613967	0	6250	0.0667726	0.799089	0.665043	0.132283	0.100537	0.139174	0.137166	0.0799551	0.0764076	0.0380497	0.0376835	0.0282659	0.0277709	0.11362	3.58936	0.033212	21.1913	24.0584	6.2134	1.38339	0.337795	0.0596838	1.4305e+42	1.10568e+12
597	32.9211	2523.19	978.071	0.0439266	76.1424	50.2313	79.6289	76.5037	28.406	25.2807	8.32684	8.10361	4.66806	4.44482	64	40391.8	7.65943	944855	1.11604e+06	92783.4	5797.66	826280	295.264	12.97	0.00975394	42	31	159914500585748848	0.3811	1	0.6189	0.01	2	10	597	True	True	True	1590113298011650244	4	6250	0.0725767	0.635382	0.39559	0.110376	0.0896494	0.112874	0.110637	0.0674163	0.0635996	0.0365006	0.036008	0.0273293	0.0266678	0.101193	2.54218	0.0350073	12.2954	13.3629	3.85297	0.963133	0.217353	0.0455544	4.59315e+24	457429
600	33.0271	2092.03	2282.71	0.0282698	96.5609	45.7387	176.537	172.971	57.7393	54.1733	8.98253	8.87109	5.27009	5.15865	56.692	29671.1	6.96525	2.9567e+06	4.03502e+06	132170	9324.01	2895530	60.1942	1.70168	0.00966672	42	74	3479100151182935276	0.45752	0.99872	0.5412	0.001585	5	10	600	True	True	True	1590114550646798011	3	6250	0.0726934	0.578554	0.604346	0.124297	0.0855464	0.168065	0.166359	0.096116	0.0931006	0.0379105	0.0376746	0.0290382	0.0287295	0.0952403	2.17885	0.0333832	21.7502	25.4087	4.59861	1.22141	0.098138	0.0165006	9.23441e+30	2.55713e-19
602	34.3701	2744.88	3009.09	0.0275065	113.469	52.3917	186.018	182.424	60.5939	57.0006	9.27879	9.1665	5.35929	5.247	64	43939	7.18577	5.77311e+06	7.95545e+06	206024	12875.2	5663730	47.3625	1.30278	0.00938802	42	81	3338273222842280724	0.4678	0.9984	0.5306	0.001585	5	14	602	True	True	True	1590114663894038037	2	6250	0.0741567	0.662707	0.693869	0.134741	0.0915569	0.172519	0.170844	0.0984633	0.0954992	0.0385306	0.0382967	0.0292829	0.0289745	0.101193	2.65146	0.0339076	30.3924	35.6773	5.74141	1.43528	0.0870517	0.0144376	4.30099e+27	4.96061e-23
603	31.2444	2118.97	2076.18	0.041386	102.284	46.0323	149.416	146.231	49.8178	46.633	9.00488	8.88238	5.17416	5.05167	58.397	30956.2	3.44129	5.00296e+06	7.24404e+06	152759	10462.1	5629230	13.6472	0.564803	0.00914772	42	19	-5507333751871766013	0.43536	0.99936	0.564	0.01	4	16	603	True	True	True	1590113439458658174	2	6250	0.0707043	0.582267	0.576358	0.127927	0.0858206	0.154617	0.152961	0.0892796	0.0863787	0.0379576	0.0376986	0.0287727	0.02843	0.0966619	2.22553	0.023465	28.2926	34.0448	4.94383	1.29381	0.0467285	0.00950623	1.65401e+09	1.80604e-27
605	28.9555	2369.4	1713.54	0.043011	93.0698	48.6764	115.507	112.36	39.0082	35.8619	8.77106	8.61375	4.94614	4.78883	64	37931.2	4.91265	3.00108e+06	3.95853e+06	138613	8661.99	2962430	54.5709	2.34715	0.00948599	42	16	-5125843615822465566	0.4248	1	0.5752	0.01	3	14	605	True	True	True	1590113066608514290	1	6250	0.0680653	0.615714	0.523609	0.122029	0.0882509	0.135945	0.134081	0.079002	0.075749	0.0374616	0.0371241	0.0281315	0.0276805	0.101193	2.46353	0.0280361	21.9128	25.1667	4.70936	1.17725	0.0934417	0.019379	6.77614e+19	3.1811e-08
608	48.9656	2048.9	1771.2	0.0393709	102.551	45.2647	206.561	203.326	72.7213	69.4865	9.0734	8.98827	5.55131	5.46618	56.692	29059.8	4	6.00081e+06	8.86007e+06	149073	10516.6	7014380	6.41078	0.252398	0.00928163	42	62	8862306381679044440	0.4386	0.9992	0.5606	0.01	6	14	608	True	True	True	1590112977626174591	0	6250	0.0885127	0.572559	0.532346	0.128094	0.085102	0.181796	0.180367	0.107868	0.105441	0.0381018	0.0379226	0.0298028	0.0295734	0.0952403	2.15629	0.0252982	30.986	37.6512	4.88382	1.29717	0.0320269	0.00635482	0.056077	2.31972e-55
610	32.8485	2417.76	928.395	0.040375	71.896	49.1707	77.9928	74.7833	27.7309	24.5213	8.20997	7.98072	4.61983	4.39058	62.0459	37523.8	9.98872	623384	723785	80200.3	5169.04	531030	488.712	19.7317	0.00949154	42	41	3245632698784002773	0.3872	1	0.6128	0.00631	2	8	610	True	True	True	1590113232073631553	1	6250	0.0724966	0.621966	0.385413	0.107254	0.0886979	0.111709	0.109386	0.0666104	0.0626371	0.0362436	0.035734	0.0271877	0.0265046	0.0996361	2.45027	0.0399774	9.98706	10.7613	3.58218	0.909421	0.279632	0.0561878	5.31993e+27	1.6273e+08
612	27.8914	2342.42	1755.57	0.0417596	90.0746	48.3985	114.623	111.447	38.4033	35.2275	8.72688	8.56809	4.9159	4.75711	62.0459	36355.2	5.27145	2.20539e+06	2.88024e+06	125872	8113.43	2179230	125.773	5.25223	0.0099139	42	18	1509510996435988000	0.4423	1	0.5577	0.00631	3	12	612	True	True	True	1590115011469841754	4	6250	0.0668029	0.612199	0.529992	0.12005	0.0879986	0.135424	0.133535	0.078387	0.075076	0.0373671	0.0370256	0.0280454	0.0275887	0.0996361	2.41181	0.0290419	18.7846	21.4671	4.48771	1.13936	0.141858	0.0289889	1.21202e+27	0.315235
614	32.9082	3019.3	1244.4	0.0416846	87.58	54.9482	83.1305	79.9529	29.4251	26.2474	8.57695	8.34998	4.74085	4.51387	68.1956	51496.7	7.65943	1.8462e+06	2.22078e+06	130790	7670.26	1611780	212.174	8.8444	0.00897759	42	27	871334127900106982	0.3759	1	0.6241	0.01	2	14	614	True	True	True	1590113249932007566	3	6250	0.0725625	0.695045	0.446211	0.118376	0.0937641	0.115329	0.113104	0.068615	0.0648042	0.0370447	0.0365513	0.0275415	0.0268741	0.104457	2.87045	0.0350073	17.187	18.8501	4.57454	1.10781	0.184249	0.0376179	4.49629e+22	2150.41
621	26.0329	1889.9	1419.71	0.0382401	77.5255	43.473	109.291	106.027	36.6512	33.3873	8.46028	8.29709	4.82829	4.6651	60.18	28454.3	6.00133	971800	1.25205e+06	90444.2	6010.2	972830	319.292	12.2098	0.00884063	42	26	-7355835387290159384	0.482	1	0.518	0.003162	3	8	621	True	True	True	1590113414606113758	1	6250	0.0645389	0.549895	0.476606	0.111374	0.0834007	0.132237	0.130247	0.076578	0.0730888	0.0367919	0.0364353	0.0277944	0.0273206	0.0981264	2.1337	0.0309873	12.4695	14.1537	3.80409	0.980628	0.226024	0.0441992	1.49803e+35	6.69778e+06
623	39.9089	1841.26	1746.9	0.0372824	101.756	42.9099	177.57	174.281	61.8498	58.5606	9.0148	8.91201	5.39854	5.29576	56.692	26117	8.5598	6.86938e+06	1.00505e+07	146772	10354.3	7392830	13.5968	0.506923	0.0092368	42	40	7889679010538369184	0.4418	0.9984	0.5566	0.01	5	16	623	True	True	True	1590113426244720828	1	6250	0.0799088	0.542772	0.528681	0.127597	0.0828588	0.168556	0.166988	0.0994785	0.0967972	0.0379785	0.0377614	0.0293899	0.0291088	0.0952403	2.04419	0.0370077	33.1527	40.1009	4.84598	1.28712	0.0466421	0.00900598	1.94821e+10	3.78272e-36
624	30.1835	1499.77	1434.45	0.0405472	81.6658	38.7269	139.199	135.994	46.8664	43.6611	8.6119	8.48862	5.06065	4.93737	50.5679	18980.8	3.76125	1.97898e+06	2.79911e+06	84334	6669.31	2205780	18.2133	0.738498	0.00848123	42	20	8705854758196026119	0.42978	0.99968	0.5699	0.01	4	10	624	True	True	True	1590113235317916895	3	6250	0.0694936	0.48986	0.479074	0.114309	0.0787166	0.149238	0.147509	0.0865946	0.083581	0.0371201	0.0368535	0.0284553	0.0281066	0.0899492	1.74268	0.0245316	17.7943	21.1626	3.67334	1.033	0.0539827	0.0108701	3.00269e+12	1.92526e-24
